Title;Artist;Year;Duo;Explicit;"Date Added";Styles
"Wham Bam!";"Robert Mizzell";2013;0;0;2015-07-21;Country
"America The Beautiful";"Whitney Houston";1991;0;0;2011-05-31;Soul,Gospel
"Moves Like Jagger (Acoustic)";"Maroon 5";2011;0;0;2012-06-22;Pop
"Return To Innocence";Enigma;1994;0;0;2011-05-31;Electro,World/Folk
"Get Together";"The Youngbloods";1967;0;0;2011-10-05;Folk
"Yéké Yéké";"Mory Kanté";1987;0;0;2011-11-16;World/Folk,Pop
"Go West";"Pet Shop Boys";1993;0;0;2011-05-31;Pop,Electro
"Forever My Lady";Jodeci;1991;0;0;2011-05-30;R&B
"Il mare calmo della sera";"Andrea Bocelli";1994;0;0;2011-12-10;Pop
Stay;"Florida Georgia Line";2013;0;0;2014-02-25;Country,Rock
"Jesus Doesn't Want Me For A Sunbeam";Nirvana;1994;0;0;2013-06-03;Rock,Alternative,Folk
"Picture Of You";Boyzone;1998;0;0;2011-05-31;"Teen pop"
"3 Libras";"A Perfect Circle";2000;0;0;2013-07-01;Alternative,Rock,Hard/Metal
"Awesome God";"Rich Mullins";1989;0;0;2011-05-30;Christian,Gospel
"No Mercy";Racoon;2011;0;0;2012-12-04;Rock
"Ich bin solo";"Mickie Krause";2010;0;0;2012-02-13;Schlager
"Tu mi porti su";Giorgia;2011;0;0;2012-07-31;Pop
"Me And Charlie Talking";"Miranda Lambert";2005;0;0;2011-10-03;Country
"Have You Seen Her";"The Chi-Lites";1971;0;0;2011-10-31;Oldies
"Let It Be Christmas";"Alan Jackson";2002;0;0;2011-12-12;Christmas,Country
"Gettin' Over";"David Guetta";2009;0;0;2011-05-30;Dance,Electro
"The Show Must Go On";"Three Dog Night";1974;0;0;2012-02-22;Rock,Pop
"Le bougalou du loup-garou";Carlos;1975;0;0;2013-06-14;"French pop,Humour"
"Call Me (Come Back Home)";"Al Green";1973;0;0;2011-11-19;Soul,Pop
"In der Weihnachtsbäckerei";"Rolf Zuckowski";1987;0;0;2014-12-29;Christmas,Kids,Traditionnal
Lithium;Evanescence;2006;0;0;2011-05-31;Rock,Hard/Metal
"Save A Prayer";"Duran Duran";1982;0;0;2012-03-22;Rock,80s
"Never Let Me Go";"Florence + The Machine";2012;0;0;2012-07-03;Alternative,Pop
"Don't Make Me Over";"Dionne Warwick";1963;0;0;2012-06-01;Soul,Oldies,Pop
"Play Ball";AC/DC;2014;0;0;2014-11-06;Hard/Metal
Epiphany;Staind;2001;0;0;2013-07-22;Hard/Metal,Alternative
"Ob-La-Di, Ob-La-Da";Marmalade;1969;0;0;2014-11-27;Pop
"Por eso te canto";Melendi;2006;0;0;2014-08-13;Pop,Latin
"Send Her My Love";Journey;1983;0;0;2014-12-08;Rock
"Arrivederci Roma";"Connie Francis";1959;0;0;2013-03-26;Oldies,Pop
Girl;Anouk;2004;0;0;2011-05-30;Pop,Rock
"Fly Me To The Moon";"Matt Dusk";2004;0;0;2013-08-07;Jazz,Soul
"Etre un homme comme vous";"Le Livre de la Jungle";1967;0;0;2015-04-08;"TV & movie soundtrack,Kids"
"Hate On Me";"Jill Scott";2007;0;0;2012-01-16;Soul
"Here I Am";"Bryan Adams";2003;0;0;2011-05-31;"Pop,Soft rock,TV & movie soundtrack"
"(I Can't Get No) Satisfaction";"Michelle Simonal";2010;0;0;2013-01-28;"Latin,Jazz,Soft rock"
"Ik hou d'r zo van";"Gerard Joling";2008;0;0;2011-05-30;Pop,Folk
"Oom Pah Pah";Oliver!;1960;0;0;2013-01-20;Musical
"This Train Don't Stop There Anymore";"Elton John";2001;0;0;2011-10-31;"Pop,Soft rock"
"Can't Take My Eyes Off You";"Lady Antebellum";2008;0;0;2011-11-02;"Country,Soft rock"
"Big Shot";"Billy Joel";1978;0;0;2014-08-07;Rock
"C'est ma terre";"Christophe Maé";2007;0;0;2011-07-09;"French pop"
"Hallelujah (Hope For Haiti Now)";"Justin Timberlake";2010;1;0;2011-05-31;"Duet,Pop,Soft rock"
"Tainted Love / Where Did Our Love Go";"The Pussycat Dolls";2007;0;0;2011-05-30;R&B
"(I've Got A Gal In) Kalamazoo";"1940s Standards";1942;0;0;2011-07-08;Oldies,Jazz
"Johnny B.";"The Hooters";1987;0;0;2011-06-28;Folk,Rock,Pop
"If I Ruled The World";"Tony Bennett";1965;0;0;2012-11-12;Jazz
"Ave Maria";"David Bisbal";2002;0;0;2011-11-25;Pop,Dance
"Mr. Blue";"The Fleetwoods";1959;0;0;2011-07-07;Love,Oldies
"Fire Bomb";Rihanna;2009;0;0;2011-05-30;Pop,Rock,R&B
Water;"Brad Paisley";2009;0;0;2011-05-30;Country
"Burning Bridges";OneRepublic;2013;0;0;2013-11-06;Pop,Rock
"Electric Boogie";"Marcia Griffiths";1989;0;0;2014-12-10;Pop,Disco
Waterfalls;"Bette Midler";2014;0;0;2015-01-29;Pop,Gospel
"I'm So Ronery";"Team America: World Police";2004;0;1;2012-01-08;"TV & movie soundtrack,Musical,Humour"
"Black Velvet";"Robin Lee";1988;0;0;2011-05-31;"Soft rock,Country"
Unpretty;TLC;1999;0;0;2011-06-28;"Teen pop"
Cannabis;Ska-P;1997;0;0;2012-11-15;Ska
"L'amour nous guidera";"Le Roi Lion";1998;1;0;2015-04-09;"TV & movie soundtrack,Kids,Duet,Pop"
"Someone Else Calling You Baby";"Luke Bryan";2010;0;0;2011-07-08;Country
"The Cup Of Life (La Copa de la Vida)";"Ricky Martin";1998;0;0;2011-05-31;Pop,Latin
"Beautiful Surprise";"India Arie";2002;0;0;2011-05-31;"Soul,Soft rock"
"Hey! Baby";"Bruce Channel";1962;0;0;2011-05-30;"Oldies,Rock 'n Roll,Pop"
"(Do) The Hucklebuck";"Coast to Coast";1980;0;0;2015-04-28;"Rock 'n Roll"
"Telephone Line";"Electric Light Orchestra";1977;0;0;2011-10-21;Pop,Rock
"Tutti Frutti (fast version)";"Little Richard";1957;0;0;2011-05-31;"Rock 'n Roll"
Yesterday;"Mary Mary";2006;0;0;2011-05-31;Gospel,Blues
Brokenhearted;Karmin;2012;0;0;2012-06-16;Pop,Dance
Forteresse;"Michel Fugain";1992;0;0;2015-02-22;"French pop"
"Turn Up The Music";"Chris Brown";2012;0;0;2012-10-18;Dance,Electro,Pop
"Ghost Town";"The Specials";1981;0;0;2014-08-18;Ska
"A Different Corner";"George Michael";1986;0;0;2014-06-03;Pop
"Et maintenant";"Isabelle Boulay";2002;0;0;2011-08-29;"French pop"
"This Is My Song";"Petula Clark";1967;0;0;2011-05-31;"TV & movie soundtrack,Love"
"Rote rosen, rote lippen, roter wein";"René Carol";1953;0;0;2013-07-24;Oldies
"Whatcha Reckon";"Josh Turner";2012;0;0;2012-09-18;Country
"Count On Me";"Whitney Houston";1995;1;0;2012-03-14;Soul,Duet
"That's The Way Love Goes";"Janet Jackson";1993;0;0;2011-05-30;"Soft rock,Soul"
"Red Roses For My Lady";"Engelbert Humperdinck";1989;0;0;2013-05-30;Schlager
Firecracker;"Josh Turner";2007;0;0;2011-05-30;Country
"Beautiful Girls / Stand By Me";"Boyce Avenue";2008;0;0;2012-11-11;"Pop,Soft rock,Folk"
"My Chick Bad";Ludacris;2010;0;1;2013-12-03;Rap,R&B
"Viens chez moi j'habite chez une copine";Renaud;1980;0;0;2011-06-09;"French pop"
"Get Down Saturday Night";"Oliver Cheatham";1983;0;0;2013-07-25;Disco,Funk
"Step Into Christmas";"Elton John";1973;0;0;2014-10-28;Christmas,Pop,Rock
Operator;"Manhattan Transfer";1975;0;0;2011-07-16;Soul,Blues,Oldies,Pop
"Virginia Bluebell";"Miranda Lambert";2009;0;0;2011-05-30;Country
"He Ain't Heavy, He's My Brother";"Neil Diamond";1970;0;0;2014-04-22;Folk
"Itchycoo Park";"Small Faces";1967;0;0;2014-04-10;Rock
Stand;Smash;2012;0;0;2012-08-07;"TV & movie soundtrack,Musical"
"Anyplace, Anywhere, Anytime";Nena;2002;1;0;2014-04-30;Rock,Pop,Duet
"Already Gone";"Kelly Clarkson";2009;0;0;2011-05-30;Pop,Rock
"Drink On It";"Blake Shelton";2012;0;0;2012-03-16;Country
"Say Si Si (Para Vigo Me Voy)";"The Andrews Sisters";1940;0;0;2011-10-31;Oldies,Jazz
Allentown;"Billy Joel";1982;0;0;2014-05-09;"Pop,Rock,Soft rock"
Désirée;"Gilbert Bécaud";1983;0;0;2014-03-13;"French pop"
"Southern Streamline";"John Fogerty";1997;0;0;2014-04-15;Rock,Blues,Country
"Oye como va (guajira)";"Julio Iglesias";1991;0;0;2011-05-30;Latin
"Tant pis";"Joyce Jonathan";2010;0;0;2011-06-28;"French pop"
"This Is The Life";"Matt Monro";1966;0;0;2011-08-08;Musical,Jazz
"That's The Story Of My Life";Shrek;2008;0;0;2013-05-14;Musical
"Les eaux de Mars";"Georges Moustaki";1973;0;0;2015-04-01;"Latin,French pop,Jazz"
"She's So Lovely";"Scouting for Girls";2007;0;0;2011-08-09;Rock
"Arrête, arrête... (Demain tu te maries)";"Patricia Carli";1963;0;0;2011-05-31;"French pop"
"Book Of Love";Monotones;1958;0;0;2011-09-19;"Rock 'n Roll,Oldies"
"Never Be The Same";"Jessica Mauboy";2013;0;0;2014-06-23;R&B,Pop
"New Orleans";"Blues Brothers 2000";1998;0;0;2012-01-12;"Rock 'n Roll,Blues"
"Sometime Around Midnight";"The Airborne Toxic Event";2009;0;0;2012-01-18;Alternative,Rock
"Don't Think I Don't Think About It";"Darius Rucker";2008;0;0;2012-07-11;Country
"My Little Girl";"Tim McGraw";2006;0;0;2011-05-30;"Country,Soft rock"
Tonight;"Kool And The Gang";1983;0;0;2014-06-02;Disco,Funk
"As Long As You're Mine";Wicked;2003;1;0;2013-07-25;Musical,Duet
"Crown Him With Many Crowns";"Gospel Singer";1868;0;0;2012-01-22;Gospel,Christian
"Just Like A Woman";"Bob Dylan";1966;0;0;2014-11-19;Pop,Rock
"Hills Of Donegal";"Nathan Carter";2014;0;0;2015-04-16;Pop,Folk,Celtic
"Black And Gold";Adele;2010;0;0;2011-11-21;Soul,Folk
"Hard Knock Life (Ghetto Anthem)";Jay-Z;1998;0;0;2011-05-31;Rap
"God Help The Outcasts";"Bette Midler";1996;0;0;2015-03-20;"TV & movie soundtrack,Pop"
"Fantastic Voyage";Lakeside;1980;0;0;2013-12-03;Funk
Kilimandscharo;"Andrea Berg";1993;0;0;2013-07-03;Schlager
Respect;"Alliance Ethnik";1995;0;0;2013-11-25;"Rap,French pop"
"Hit The Lights";"Selena Gomez";2011;0;0;2012-06-17;Dance,Pop
"I'll Be There";"The Escape Club";1989;0;0;2013-05-17;Rock,Alternative
"Résidents de la République";"Alain Bashung";2008;0;0;2014-12-24;"French pop"
"Coz I Luv You";Slade;1971;0;0;2014-11-09;Rock
"Check Yo Self";"Ice Cube";1993;0;0;2013-12-03;Rap
Wonderland;"Taylor Swift";2014;0;0;2015-02-13;Pop,Electro
"Theme Tune";"Family Guy";1998;0;0;2012-09-25;"TV & movie soundtrack,Humour,Jazz,Musical"
"Quiero saber";"The Gipsy Kings";1987;0;0;2013-10-18;Latin
"This One's For The Girls";"Martina McBride";2003;0;0;2011-05-31;Country
"Long Way Down";"Tom Odell";2013;0;0;2014-09-29;Pop,Folk
"My Friends";"Red Hot Chili Peppers";1995;0;0;2014-05-26;Rock,Alternative
"God Bless the USA";Jump5;2002;0;0;2011-05-30;"Dance,Teen pop,TV & movie soundtrack"
"All Over The Road";"Easton Corbin";2013;0;0;2013-08-10;Country
"As You Turn Away";"Lady Antebellum";2011;0;0;2011-12-18;Pop
"Run, Rudolph, Run";"Chuck Berry";1958;0;0;2011-11-28;"Christmas,Rock 'n Roll"
"Running Up That Hill";Placebo;2007;0;0;2011-05-30;Rock,Alternative
"Boom! Shake The Room";"DJ Jazzy Jeff & The Fresh Prince";1993;0;0;2013-05-28;Rap
"Born Free";"Kid Rock";2010;0;0;2013-01-10;Rock,Country
"Something Beautiful";Needtobreathe;2009;0;0;2015-03-17;Rock,Christian
"Rayos de sol";"Jose De Rico";2011;0;0;2013-09-27;Dance,Latin
"(Every Time I Turn Around) Back in Love Again";LTD;1977;0;0;2011-06-10;Love,Soul,Pop
"White Room";"Eric Clapton";1985;0;0;2014-04-22;Rock
"Don't Answer Me";"The Alan Parsons Project";1984;0;0;2014-04-07;Pop,Rock
"Drink doch eine met";"Bläck Fööss";1974;0;0;2011-05-30;"Pop,Soft rock"
"Blue sky";"The Allman Brothers Band";1972;0;0;2011-12-04;Country,Rock
"Cooler Than Me";"Mike Posner";2010;0;0;2011-05-31;Pop,Electro
Swingtown;"Steve Miller Band";1977;0;0;2014-10-15;Pop,Rock
"Something Good";"The Sound Of Music";1965;1;0;2013-11-20;"Musical,TV & movie soundtrack,Oldies,Duet"
"Life Is A River";"Derek Ryan";2012;0;0;2013-08-12;Country
"La visite";"Lynda Lemay";1995;0;0;2011-08-20;"French pop,Humour"
"Every Kinda People";"Robert Palmer";1978;0;0;2014-06-28;"Soft rock"
"Shine On, Harvest Moon";"Nora Bayes";1908;0;0;2011-07-07;"Jazz,Blues,Musical,TV & movie soundtrack"
"Bernard's song (Il n'est de nulle part)";"Véronique Sanson";1977;0;0;2014-07-07;"French pop"
"Piece Of My Heart";"Faith Hill";1994;0;0;2011-05-31;Country
"Everything She Wants (Unplugged)";"George Michael";1996;0;0;2011-05-30;Pop
"Flowers On The Wall";"Eric Heatherly";2000;0;0;2014-10-30;Country
"Requiem pour un con";"Serge Gainsbourg";1968;0;0;2011-05-31;"French pop,TV & movie soundtrack"
"Spanish Harlem";"The Mamas And The Papas";1966;0;0;2014-11-17;Folk,Oldies
"Take A Letter, Maria";"R. B. Greaves";1969;0;0;2011-10-21;Soul,Pop
"Somebody's Watching Me";Rockwell;1984;0;0;2011-11-16;80s,Pop
Soleil;Grégoire;2010;0;0;2011-05-31;"French pop"
"Salted Wound";Sia;2015;0;0;2015-05-28;"Pop,TV & movie soundtrack"
"The Motown Song";"Rod Stewart";1991;0;0;2013-12-03;Pop
"Don't Be Afraid Of The Dark";"Robert Cray";1988;0;0;2011-05-30;Rock,Blues,Funk
Rockstar;"A Great Big World";2014;0;0;2014-05-20;Pop,Rock,Alternative
"Les mariés de Vendée";"Didier Barbelivien";1993;1;0;2014-03-03;"Pop,French pop,Duet"
"Hard Luck Woman";Kiss;1976;0;0;2014-07-26;Rock
"Right Time Of The Night";"Jennifer Warnes";1977;0;0;2011-11-01;Pop,Country
"FDSMH (Für dich schlägt mein Herz)";Silbermond;2012;0;0;2013-01-18;Rock,Pop
Once;"Pearl Jam";1991;0;0;2013-02-11;Hard/Metal
"A Little More Country Than That";"Easton Corbin";2009;0;0;2011-05-30;Country
"Hold Me Tight";"The Beatles";1963;0;0;2011-05-30;"Rock 'n Roll"
"Baby Don't Get Hooked On Me";"Mac Davis";1972;0;0;2011-06-03;"Soft rock,Country"
"Reet Petite";"Jackie Wilson";1957;0;0;2011-05-31;"Rock 'n Roll,Oldies"
"La complainte de la butte";"Cora Vaucaire";1954;0;0;2012-06-13;"French pop,TV & movie soundtrack"
"Can The Can";"Suzi Quatro";1973;0;0;2014-08-04;"Rock,Hard/Metal,Rock 'n Roll"
"Ma petite entreprise";"Alain Bashung";1994;0;0;2012-05-10;"French pop"
"God's Plan";"Derek Ryan";2010;0;0;2013-12-11;Country,Celtic
"Take On Me";"Reel Big Fish";1999;0;1;2011-05-30;Ska,Humour
"My Funny Valentine";"Barbra Streisand";1964;0;0;2011-09-28;Musical,Love,Classical
"Comic Strip";"Serge Gainsbourg";1968;0;0;2013-10-08;"French pop"
"Love In This Club";Usher;2008;0;0;2011-05-31;Pop,R&B
"Have A Little Faith In Me";"Joe Cocker";1994;0;0;2014-12-30;"Soul,Soft rock"
"Roll Over Beethoven";"Electric Light Orchestra";1973;0;0;2014-12-12;"Rock 'n Roll,Rock"
"You Can Get It If You Really Want";"Desmond Dekker";1970;0;0;2011-05-31;Reggae
"Marchin' On";OneRepublic;2010;0;0;2011-10-13;Rock,Pop
"The Brady Bunch";"TV Theme";1969;0;0;2007-06-25;"TV & movie soundtrack"
Traces;"Classics IV";1969;0;0;2011-05-31;Pop
Bulletproof;"La Roux";2009;0;0;2011-07-09;Electro,Pop
Elsa;"Didier Barbelivien";1982;0;0;2014-03-03;"French pop"
"Button Up Your Overcoat";"1940s Standards";1946;0;0;2011-05-31;Jazz,Oldies
"I Like It";"Gerry & The Pacemakers";1963;0;0;2014-06-18;"Rock 'n Roll"
"Just In Time (duet)";"Tony Bennett";2006;1;0;2011-05-30;Jazz,Duet
"Follow You Follow Me";Genesis;1978;0;0;2011-07-07;Pop,Rock
"Let's Work Together";"Canned Heat";1962;0;0;2014-05-07;Blues,Rock
Amazing;"George Michael";2004;0;0;2013-07-22;Pop,Funk
"La vie en rose (Album Version)";"Grace Jones";1977;0;0;2015-02-09;"Disco,French pop"
"Livin' On The Edge";Aerosmith;1993;0;0;2012-01-16;Rock,Hard/Metal
"All At Once";"Whitney Houston";1986;0;0;2011-05-31;Pop,R&B
"Dr. Wanna Do";"Caro Emerald";2010;0;0;2011-06-08;Pop,Jazz
"Joue pas de rock'n'roll pour moi";"Johnny Hallyday";1976;0;0;2015-06-10;"French pop,Rock 'n Roll,Oldies"
"Fallin' For You";"Colbie Caillat";2009;0;0;2011-05-31;"Pop,Soft rock"
"A Lover's Concerto";"The Toys";1967;0;0;2011-09-23;Oldies
"For Your Love";"The Yardbirds";1965;0;0;2015-04-01;Rock
"Make It Mine";"Jason Mraz";2008;0;0;2013-02-16;Pop,Rock
"If The Stars Were Mine";"Melody Gardot";2009;0;0;2011-10-17;Jazz
"Livin' Thing";"Electric Light Orchestra";1976;0;0;2014-03-31;Rock,Pop
"I Want It All";"High School Musical 3";2008;0;0;2015-04-17;"Musical,TV & movie soundtrack,Teen pop"
"Give A Little Bit";"Goo Goo Dolls";2004;0;0;2012-08-15;Pop,Rock
"C'est La Vie";"Bob Seger";1980;0;0;2012-06-19;"Rock 'n Roll,Pop,Rock"
Changing;Sigma;2014;0;0;2014-09-15;Electro,Dance
"How Deep Is Your Love";"Dru Hill";1998;0;0;2013-12-03;"R&B,Rap,TV & movie soundtrack"
"In The Wee Small Hours Of The Morning";"Frank Sinatra";1954;0;0;2013-07-01;Jazz
"'Fore She Was Mama";"Clay Walker";2006;0;0;2012-05-14;Country
"Girl On Fire (Inferno Version)";"Alicia Keys";2012;0;0;2012-12-29;R&B,Soul
"Anything Could Happen";"Ellie Goulding";2012;0;0;2012-10-16;Pop,Electro,Alternative
"Do Right Woman, Do Right Man";"Aretha Franklin";1967;0;0;2011-06-17;Soul
"Beating Heart";"Ellie Goulding";2014;0;0;2014-06-25;"80s,TV & movie soundtrack"
"It Came Out Of The Sky";"Creedence Clearwater Revival";1970;0;0;2014-01-18;"Rock,Rock 'n Roll"
"Come Back Song";"Darius Rucker";2010;0;0;2011-05-31;Country
"Everybody's Got To Learn Sometime";"The Korgis";1980;0;0;2011-05-30;Pop,Love
"Close Up The Honky Tonks";"Dwight Yoakam";2007;0;0;2013-05-20;Country
Destiny;"Jim Brickman";1999;1;0;2011-05-31;Love,Pop,Duet
"Say You Will";Foreigner;1987;0;0;2014-07-22;"Rock,Soft rock,80s"
"All Night Long";"Mary Jane Girls";1983;0;0;2013-01-14;Funk,Soul
"Second Hand News";"Fleetwood Mac";1977;0;0;2015-07-02;Folk,Rock
"This Song Is About You";"Olly Murs";2011;0;0;2012-06-28;Pop
Funkelperlenaugen;Pur;1988;0;0;2012-12-12;"Pop,Soft rock"
"Casser la voix (Live On s'était dit...)";"Patrick Bruel";1995;0;0;2014-12-08;"French pop"
"Me olvide de vivir";"Julio Iglesias";1978;0;0;2011-05-31;"Soft rock"
"Tell Her About It";"Billy Joel";1983;0;0;2011-10-29;Pop,Rock
Afscheid;Volumia!;1998;0;0;2011-05-30;"Pop,Soft rock"
"Deck The Halls (long version)";"Christmas Carol";1784;0;0;2011-12-14;Christmas,Traditionnal
"After All";"Peter Cetera";1989;1;0;2013-07-24;Duet,Love,Pop
"Megamix Medley 2";"Kool And The Gang";1990;0;0;2012-01-25;Disco
Sheila;"Tommy Roe";1962;0;0;2012-02-09;Pop,Oldies
Boston;Augustana;2005;0;0;2011-05-31;Pop,Rock
"Smells Like Teen Spirit (Video Edit)";Nirvana;1991;0;0;2015-04-08;Alternative,Rock
"Bewitched, Bothered And Bewildered";"Rod Stewart";2003;1;0;2013-07-24;Jazz,Duet
"Funny Girl";Glee;2009;0;0;2011-05-30;"TV & movie soundtrack,Musical"
"Here Comes Goodbye";"Rascal Flatts";2009;0;0;2011-05-30;Country,Rock
"Restons amants";"Maxime Le Forestier";2008;0;0;2014-08-08;"French pop"
"Don't Chain My Heart";Toto;1992;0;0;2012-02-13;Rock,Pop
"Les ailes d'un ange";"Robert Charlebois";1970;0;0;2014-02-25;"French pop"
"I Could Be So Good For You";"Dennis Waterman";1975;0;0;2011-05-31;"Pop,Rock,TV & movie soundtrack"
"Come Undone";"Duran Duran";1993;0;0;2011-05-31;"Soft rock"
"A cause des garçons";"A cause des garçons";1987;0;0;2012-04-27;"French pop"
"Love Gun";Kiss;1977;0;0;2014-06-30;Hard/Metal,Rock
Pray;"Justin Bieber";2010;0;0;2011-05-31;"Teen pop,R&B"
"Le petit jardin";"Jacques Dutronc";1972;0;0;2014-12-23;"French pop"
"Hard Rock Bottom Of Your Heart";"Randy Travis";1990;0;0;2012-05-04;Country
"Qué será de ti (Como vai você)";Thalia;2009;0;0;2011-11-22;Pop,Latin
"Slippin' And Slidin'";"Shakin' Stevens";1980;0;0;2013-06-14;"Rock 'n Roll"
"Etoile des neiges";"Line Renaud";1950;0;0;2011-05-31;"French pop"
"Long Ago And Far Away";"1940s Standards";1944;0;0;2011-05-30;Oldies,Jazz
"Je voudrais tant que tu sois là";"Serge Lama";1977;0;0;2011-09-19;"French pop"
"Jar Of Hearts";"Boyce Avenue";2010;1;0;2012-04-06;Pop,Duet
"I Want You To Want Me";"Dwight Yoakam";2000;0;0;2014-08-21;Country
"Four Women";"Nina Simone";1966;0;0;2011-05-30;Jazz,Oldies
"When You're Looking Like That";Westlife;2000;0;0;2011-05-31;Pop
"Have You Met Miss Jones?";"Robbie Williams";2001;0;0;2011-05-30;"TV & movie soundtrack,Jazz,Pop"
"Hunting High And Low";a-ha;1985;0;0;2012-02-03;80s,Pop
"Right Down The Line";"Gerry Rafferty";1978;0;0;2012-09-16;Rock
Suddenly;"Olivia Newton-John";1980;1;0;2012-01-11;Pop,Duet,Love
"Say It Right";"Nelly Furtado";2006;0;0;2011-08-23;"Soft rock,R&B"
"Cheek To Cheek";"Eva Cassidy";1996;0;0;2011-10-15;Jazz
"These Boots Are Made For Walkin'";"Jessica Simpson";2005;0;0;2007-05-04;"Country,Teen pop,TV & movie soundtrack"
"Cry Me A River (Orchestral version)";"Ella Fitzgerald";2007;0;0;2011-05-30;Jazz,Oldies
"Waarheen waarvoor";"Stef Ekkel";2011;0;0;2012-06-17;Schlager
"Crank That";"Soulja Boy";2007;0;0;2011-05-31;Rap
"Elektrisches Gefühl";Juli;2010;0;0;2012-02-13;Pop,Rock
"The Second Time Around";Shalamar;1979;0;0;2015-04-01;Disco
"Je sais";Shy'm;2010;0;0;2012-02-02;"R&B,French pop"
Lucille;"The Everly Brothers";1960;0;0;2013-05-08;"Rock 'n Roll,Oldies"
"Where You Lead";"Carole King";1972;0;0;2011-06-13;Pop
"How Do You Do!";Roxette;1992;0;0;2014-04-03;Pop,Rock
"White Christmas";"Elvis Presley";1957;0;0;2007-11-27;Christmas,Oldies
"If I Could Turn Back The Hands Of Time";"R. Kelly";1998;0;0;2012-08-23;Love
"I Can Take It From There";"Chris Young";2012;0;0;2013-05-19;Country
"Shake, Rattle And Roll";"Patsy Cline";1961;0;0;2011-05-31;"Rock 'n Roll,Oldies"
"Just My Imagination";"The Cranberries";1999;0;0;2011-11-10;Pop,Rock
Angel;"Chaka Khan";2007;0;0;2013-05-29;Soul
"Pieces Of Me";"Ashlee Simpson";2004;0;0;2007-06-05;Pop,Rock
"All Of Me";"Michael Bublé";1996;0;0;2012-03-26;Jazz
"Back In '68";"Mike Denver";2008;0;0;2013-10-17;Country
Jambalaya;"The BossHoss";2006;0;0;2011-10-03;Country
"On laisse tous un jour";"Michel Fugain";1970;0;0;2011-05-30;"French pop"
"Love For Sale";"Ella Fitzgerald";1956;0;0;2013-03-29;Jazz,Oldies
"Mercy Street";"Peter Gabriel";1986;0;0;2013-11-07;"80s,Soft rock,World/Folk"
"Fais-moi une place";Sidaction;2014;1;0;2015-01-29;"French pop,Duet"
"The Family Tree";Venice;1999;0;0;2012-08-16;Folk,Pop
"Snortin' Whiskey";"Pat Travers";1980;0;0;2011-11-16;Rock,Blues
"Country Man";"Luke Bryan";2008;0;0;2013-09-27;Country
"Time Is On My Side";"The Rolling Stones";1964;0;0;2011-11-25;Rock
"I Call Your Name";"The Beatles";1963;0;0;2015-01-22;Pop,Rock,Oldies
"Il Ballo Del Qua Qua";"Al Bano & Romina Power";1981;0;0;2013-05-27;Traditionnal
"Live Before I Die";"Marina Kaye";2015;0;0;2015-07-29;Pop,Electro
Dizzy;"Tommy Roe";1969;0;0;2012-12-31;Pop
"Let It Snow! Let It Snow! Let It Snow!";"Michael Bublé";2003;0;0;2012-01-27;Christmas,Jazz
"Love Done Gone";"Billy Currington";2010;0;0;2011-05-31;Country
"Les feuilles mortes";"Michel Jonasz";2007;0;0;2011-08-29;"French pop"
"Seven Nation Army";"Marcus Collins";2012;0;0;2012-04-11;Soul,Pop
"Le jour se lève";"Esther Galil";1971;0;0;2013-11-08;"French pop,Soul"
"Blue Moon";"Elvis Presley";1956;0;0;2011-05-31;Oldies
"Hello, Young Lovers";"Frank Sinatra";1965;0;0;2013-07-01;Musical,Jazz
"It's Going To Take Some Time";"The Carpenters";1972;0;0;2011-05-31;Pop
"Always On The Run";"Lenny Kravitz";1991;0;0;2013-07-15;Rock,Funk
"If You're Going Through Hell (Before The Devil Even Knows)";"Rodney Atkins";2006;0;0;2011-05-31;Country
Bruxelles;"Jacques Brel";1962;0;0;2013-03-26;"French pop"
"Maria Magdalena";Sandra;1985;0;0;2015-02-18;80s
"The Long Way Home";"Derek Ryan";2013;0;0;2014-02-05;Country,Celtic
"Die Young";Kesha;2012;0;0;2012-11-01;Electro,Pop,Dance
"Twice As Hard";"The Black Crowes";1990;0;0;2011-06-28;Rock,Alternative
"Philadelphia Freedom";"Elton John";1975;0;0;2011-10-31;Pop,Rock
"Fishin' In The Dark";"Nathan Carter";2011;0;0;2015-06-18;Country,Folk
"The Climb";"Joe McElderry";2009;0;0;2011-05-30;Pop
"Green Acres";"TV Theme";1965;0;0;2011-05-30;"TV & movie soundtrack"
"Here We Go Again";"Ray Charles";2004;1;0;2013-04-15;Blues,Soul,Duet
"Never Knew I Needed";Ne-Yo;2009;1;0;0000-00-00;"TV & movie soundtrack,R&B,Duet"
"Ríe Y Llora";"Celia Cruz";2003;0;0;2013-08-30;Latin,Pop
"Lost In This Moment";"Big & Rich";2007;0;0;2008-08-22;Country
"Try To Remember";"The Brothers Four";1958;0;0;2012-10-19;Folk,Oldies
Interjections!;"Schoolhouse Rock";1974;0;0;2011-09-23;"Kids,TV & movie soundtrack"
Stay;"Maurice Williams";1960;0;0;2011-10-31;"Rock 'n Roll,Oldies"
"It's A Great Day To Be Alive";"Travis Tritt";2000;0;0;2011-11-25;Country
"New York, New York";"Forever Gentlemen";2013;1;0;2014-02-05;Jazz,Duet
"If We Make It Through December";"Merle Haggard";1968;0;0;2015-02-10;Country
"Zing met me mee";"Gerard Joling";1995;0;0;2012-11-19;Schlager
"I Want To Come Over";"Melissa Etheridge";1996;0;0;2011-10-03;Pop,Rock
