Title;Artist;Year;Duo;Explicit;"Date Added";Styles
Think;"Aretha Franklin";1968;0;0;2007-08-22;Soul
"This Magic Moment";"Jay and The Americans";1960;0;0;2012-04-26;"Pop,Rock 'n Roll,Oldies"
"I've Got a Dream";Tangled;2010;0;0;2015-03-27;"TV & movie soundtrack,Kids"
"Crystal Chandeliers";"Charley Pride";1970;0;0;2012-07-19;Country
"Haus Am See";"Peter Fox";2008;0;0;2011-05-30;Pop,Rap
"Like I Can";"Sam Smith";2014;0;0;2014-11-25;Pop,Soul
"The Middle";"Jimmy Eat World";2001;0;0;2011-09-01;Rock
"Red House";"The Jimi Hendrix Experience";1967;0;0;2013-09-10;Blues
Tornado;"Little Big Town";2012;0;0;2012-12-03;Country
"Something I Need";"Ben Haenow";2014;0;0;2015-01-12;Pop
"The Most Beautiful Girl";"Charlie Rich";1955;0;0;2011-05-31;Country
"(Shake, Shake, Shake) Shake Your Booty";"KC & The Sunshine Band";1976;0;0;2011-06-14;Disco,Funk
"You Are My Sunshine / Open Up Your Heart";"Anne Murray";1977;0;0;2015-07-21;Pop,Country,Love
"Don't Let The Sun Go Down On Me (Duet)";"Elton John";1984;1;0;2012-09-26;"Soft rock,Pop,Duet"
"We Built This City";Starship;1985;0;0;2011-11-29;Rock,Pop
"I Hate Myself For Loving You";"Joan Jett";1988;0;0;2011-05-30;Hard/Metal,Rock
Ben;"Michael Jackson";1972;0;0;2011-05-31;"Soft rock"
"Long Cool Woman In A Black Dress";"The Hollies";1972;0;0;2011-08-06;"Rock 'n Roll"
"Black Or White";"Michael Jackson";1992;0;0;2011-11-28;Pop,Rock,R&B
"Belles, belles, belles";"Claude François";1962;0;0;2014-10-03;"French pop,Disco"
"It Had To Be You";"Harry Connick Jr.";1989;0;0;2007-08-21;"Jazz,TV & movie soundtrack,Pop"
Sandy;Grease;1978;0;0;2011-05-31;"TV & movie soundtrack,Musical"
"Ave Maria";"Josh Groban";2008;0;0;2011-05-30;Classical,Christmas,Christian
"See See Rider";"Elvis Presley";1970;0;0;2007-07-31;"Rock 'n Roll,Oldies"
"Amor, Amor, Amor";"Julio Iglesias";1982;0;0;2014-03-26;Latin,Pop
She;"Elvis Costello";1999;0;0;2012-01-04;"Love,TV & movie soundtrack"
"New York, New York";"Christophe Willem";2006;0;0;2011-05-30;Jazz,Oldies,Musical
"Emmène-moi danser ce soir";"Michèle Torr";1980;0;0;2014-12-23;"French pop"
"At The Hop";"Danny And The Juniors";1957;0;0;2011-05-31;"Rock 'n Roll,Oldies"
"She's Like The Wind";"Dirty Dancing";1987;0;0;2012-11-06;"TV & movie soundtrack,Pop"
"All Along The Watchtower";"The Jimi Hendrix Experience";1968;0;0;2011-11-29;Rock
"See You Later, Alligator";"Bill Haley & His Comets";1956;0;0;2011-11-29;"Rock 'n Roll"
"If You Could Read My Mind";"Gordon Lightfoot";1969;0;0;2012-01-27;"Soft rock"
"Sweet Annie";"Zac Brown Band";2013;0;0;2014-01-11;Country
"Big Girls Cry";Sia;2014;0;0;2014-08-07;Alternative,Pop
"Stay (I Missed You)";"Lisa Loeb And Nine Stories";1996;0;0;2011-05-31;Pop,Rock
"Suspicious Mind (Live in Las Vegas)";"Elvis Presley";1970;0;0;2011-05-30;Oldies,Rock
"It's Been Awhile";Staind;2001;0;0;2011-05-30;Rock
"Don't It Make My Brown Eyes Blue";"Crystal Gayle";1978;0;0;2007-05-04;Jazz
"The Very Thought Of You";"Natalie Cole";1991;0;0;2007-08-29;Jazz,Love
"It Was A Very Good Year";"Frank Sinatra";1931;0;0;2011-07-16;Oldies
"Beautiful Sunday";"Daniel Boone";1972;0;0;2011-05-30;Pop
"Bye Bye Blackbird";"1920s Standards";1926;0;0;2011-05-30;Jazz,Oldies
"Totale Finsternis";"Tanz der Vampire";1997;1;0;2015-02-16;Musical,Duet,Pop
"Hallelujah I Love Her So";"Ray Charles";1956;0;0;2011-05-30;Soul,Blues,Jazz
Tequila;"The Champs";1958;0;0;2012-02-08;"Rock 'n Roll,Latin"
"Habits (Stay High)";"Tove Lo";2013;0;0;2015-06-19;Pop
"Holding On To You";"Miranda Lambert";2014;0;0;2015-01-16;Country
"Roller Coaster";"Luke Bryan";2013;0;0;2014-01-11;Country
"Manah Manah";"The Muppets";1969;0;0;2011-05-30;Humour,Jazz
"Chanson D'Amour";"Manhattan Transfer";1966;0;0;2011-05-31;Love,Pop
"L'air du vent";"We Love Disney";2013;0;0;2015-03-27;"French pop,TV & movie soundtrack"
"Semi-Charmed Life";"Third Eye Blind";1997;0;0;2011-07-07;Rock,Alternative
"Mit keinem Andern";"Helene Fischer";2013;0;0;2014-03-13;Schlager
"I'm Going Down";"Mary J. Blige";1994;0;0;2011-05-30;Soul,R&B
"War Paint";"Kelly Clarkson";2015;0;0;2015-07-04;Pop,Electro,Dance,Rock
"Everything I Own";Bread;1972;0;0;2011-10-08;Pop,Rock
Lady;"Lionel Richie";1998;0;0;2011-05-31;Love,Pop
"Poor Unfortunate Souls";"Little Mermaid";1989;0;0;2015-03-25;"TV & movie soundtrack,Musical"
"Queen Medley (part 2)";"De Toppers";2009;0;0;2013-01-17;Pop,Rock
Vienna;"Billy Joel";1977;0;0;2011-05-30;"Soft rock"
"Some Broken Hearts Never Mend";"Don Williams";1976;0;0;2014-04-24;Country
"I'd Love You To Want Me";Lobo;1972;0;0;2011-11-10;Pop,Folk
"Can't Help Falling in Love (duet)";"Andrea Bocelli";2006;1;0;2011-05-30;Duet,Pop,Love
"Angels We Have Heard On High";"Christmas Carol";1962;0;0;2011-05-30;Christmas,Christian,Traditionnal
"Dance With Me Tonight";"Olly Murs";2011;0;0;2011-11-18;Pop
"Me And You";"Kenny Chesney";1995;0;0;2011-05-31;Country
"Fly Me To The Moon";"Julie London";1963;0;0;2014-11-17;Jazz,Love
"Thank You";Dido;1998;0;0;2007-05-04;"Pop,TV & movie soundtrack"
"Wonderful World";"Sam Cooke";1958;0;0;2007-09-05;Oldies,Rock
"I'll Stand By You";"The Pretenders";1994;0;0;2007-05-31;"Soft rock"
"Walking By Myself";"Gary Moore";1990;0;0;2012-01-27;"Rock 'n Roll,Rock,Blues"
"I Can't Go for That (No Can Do)";"Hall & Oates";1981;0;0;2013-10-16;"Pop,Soft rock"
"You Really Got Me";"Van Halen";1978;0;0;2013-01-27;Punk/Grunge,Rock
"Good Girl";"Carrie Underwood";2012;0;0;2012-04-10;Country,Pop
"Jesus, Take The Wheel";"Carrie Underwood";2005;0;0;2008-01-24;Country
"No Good For You";"Meghan Trainor";2015;0;0;2015-05-27;R&B,Pop,Electro
"Sugar, We're Goin Down";"Fall Out Boy";2005;0;0;2012-02-08;Rock,Pop
"Blue Velvet";"Bobby Vinton";1963;0;0;2013-09-17;"Pop,Soft rock,Oldies"
"O Tannenbaum";"Christmas Carol";1824;0;0;2008-06-26;Christmas,Traditionnal,Kids
"Du hast mein Herz berührt";"Helene Fischer";2008;0;0;2012-11-27;"Love,Soft rock,Pop"
"Stormy Monday Blues";"Bobby Bland";1961;0;0;2015-07-07;Blues,Rock
"Let It Be Me";"Elvis Presley";1970;0;0;2007-05-04;Rock,Oldies
"Can't Get Enough of Your Love, Babe";"Barry White";1974;0;0;2011-05-31;Soul
"Comme d'habitude (live)";"Michel Sardou";1991;0;0;2014-10-10;"French pop"
"I Need More Of You";"The Bellamy Brothers";1985;0;0;2011-05-30;Country
"Mama I'm A Big Girl Now";Hairspray;2002;0;0;2008-03-21;Musical
"Zij gelooft in mij";"André Hazes";1999;0;0;2014-10-30;Pop
"Don't Let Me Be Misunderstood";"Santa Esmeralda";1977;0;0;2011-05-31;Disco,Rock
"Tom Jones Medley";"De Toppers";2006;0;0;2012-08-06;Pop
"Heroes (We Could Be)";Alesso;2014;0;0;2014-12-26;Dance,Pop
"Can't Smile Without You";"Barry Manilow";1978;0;0;2012-06-01;"Pop,Soft rock,Oldies"
"Never Can Say Goodbye";"Gloria Gaynor";1975;0;0;2011-10-02;Disco,Funk
"Mama, I'm Coming Home";"Ozzy Osbourne";1991;0;0;2014-07-05;Hard/Metal,Rock
"Fishin' In The Dark";"Nitty Gritty Dirt Band";1987;0;0;2011-07-02;Country
"Interstate Love Song";"Stone Temple Pilots";1994;0;0;2014-11-09;Rock,Alternative
"Love Is A Losing Game (Acoustic)";"Amy Winehouse";2008;0;0;2013-11-22;Soul,Folk
"She's A Lady";"Tom Jones";1967;0;0;2007-05-04;Oldies,Rock
"Nothing Really Matters";"Mr. Probz";2014;0;0;2014-11-09;Pop
"It's a Man's Man's Man's World";Seal;2008;0;0;2011-05-30;Pop,Soul
"Who You Are";"Jessie J";2010;0;0;2011-05-31;R&B,Pop
"Darla Dirladada";"Les Bronzés";1978;0;0;2014-10-06;"French pop,Zouk/Creole,TV & movie soundtrack,Humour"
"Your Heart Is As Black As Night";"Melody Gardot";2009;0;0;2011-12-23;Jazz
"Barbara Ann";"The Beach Boys";1965;0;0;2011-05-31;"Rock 'n Roll,Pop"
Burn;"Ellie Goulding";2013;0;0;2013-09-10;80s
Michelle;"The Beatles";1965;0;0;2011-08-30;Pop
"Boogie Woogie Bugle Boy";"Bette Midler";1973;0;0;2011-10-25;Jazz,Oldies
"You Can't Hurry Love";"Bette Midler";2014;0;0;2015-05-26;Country,Folk
"Don't Let Me Down";"The Beatles";1969;0;0;2012-10-05;Blues,Rock
"Calling America";"Electric Light Orchestra";1986;0;0;2015-08-20;Pop,Rock
"Diggin' Up Bones";"Randy Travis";1986;0;0;2014-05-07;Country
Glycerine;Bush;1995;0;0;2013-07-04;Rock,Alternative
"All That's Left";"Miranda Lambert";2014;0;0;2015-08-04;Country
"Close Your Eyes";"Meghan Trainor";2014;0;0;2015-01-22;Pop,R&B
"Joyful Joyful";"Sister Act";1993;0;0;2012-01-17;"TV & movie soundtrack,Gospel,Musical,Rap,Christian"
"Mona Lisa";"Nat King Cole";1950;0;0;2012-09-25;Jazz
"My Funny Valentine";"Ella Fitzgerald";1956;0;0;2013-03-29;Jazz,Oldies
"Dixieland Delight";Alabama;1982;0;0;2011-07-30;Country
"I'm Too Sexy";"Right Said Fred";1992;0;0;2011-05-30;Humour,Pop
"Ein Bisschen Frieden";Nicole;1982;0;0;2012-08-08;Schlager
"Color esperanza";"Diego Torres";2001;0;0;2015-03-30;"Latin,Pop,Soft rock"
"We Belong";"Pat Benatar";1984;0;0;2011-05-31;Rock,80s
"Jenseits Von Eden";"Nino De Angelo";1983;0;0;2015-03-05;Schlager,80s
"Black Hole Sun";Soundgarden;1994;0;0;2012-02-13;Alternative,Rock
"Kissing You";Des'ree;1996;0;0;2008-07-21;"TV & movie soundtrack,Love"
"Arrivederci Roma";"Dean Martin";1976;0;0;2011-05-30;Oldies,Jazz
"Big Spender";"Peggy Lee";1966;0;0;2012-07-21;Jazz,Musical
"Another One Bites The Dust";Queen;1980;0;0;2011-11-14;Rock
"I Put A Spell On You";"Bette Midler";1993;0;0;2011-05-30;"TV & movie soundtrack,Musical"
Still;"Lionel Richie";1985;0;0;2011-10-31;Soul,Love
"I Swear";All-4-One;1994;0;0;2007-09-03;"Teen pop"
"Over The Rainbow";Glee;2010;0;0;2011-05-30;"TV & movie soundtrack,Musical"
"Jump In The Line (Shake Senora)";"Harry Belafonte";1961;0;0;2011-05-30;Latin,Zouk/Creole,Pop
"All I Ask Of You";"The Phantom Of The Opera";1986;0;0;2008-07-21;Musical
Snuff;Slipknot;2009;0;0;2012-03-05;Alternative,Hard/Metal,Rock
"Proud Mary (Live)";"Elvis Presley";1970;0;0;2007-07-31;Oldies,Rock
"A Thousand Years";"Boyce Avenue";2013;0;0;2013-08-07;Pop
"Talking To The Moon";"Bruno Mars";2010;0;0;2011-05-30;Pop,Soul
"3 nuits par semaine";Indochine;1985;0;0;2011-05-31;"French pop"
"I Get A Kick Out Of You";"Frank Sinatra";1953;0;0;2007-06-04;Oldies,Jazz
"The Old Rugged Cross";"Brad Paisley";2001;0;0;2012-08-14;Country,Christian
"Fast As You";"Dwight Yoakam";1993;0;0;2012-10-15;Country
"In Da Club";"50 Cent";2003;0;1;2011-08-05;Rap,R&B
"Someone To Watch Over Me";"Linda Ronstadt";1983;0;0;2014-11-04;Jazz,Musical
Conga;"Miami Sound Machine";1985;0;0;2011-07-13;Pop,Latin,80s
"Our Song";"Taylor Swift";2007;0;0;2011-05-31;Country
"The CCR Mix";"Creedence Clearwater Revival";1997;0;0;2014-10-23;Rock,Folk,Country,Soul,Blues
"Breathe (2 A.M.)";"Anna Nalick";2005;0;0;2011-05-31;"Soft rock,Pop"
"Callin' Baton Rouge";"Garth Brooks";1993;0;0;2011-05-30;Country
"Cry Me A River";"Ella Fitzgerald";1961;0;0;2012-03-11;Jazz,Oldies
"Pumped Up Kicks";"Foster The People";2011;0;0;2012-05-09;Alternative,Pop,Rock
"Just Dance";"Scott Bradlee's Postmodern Jukebox";2014;0;0;2015-05-27;Jazz,Pop
Outside;Staind;2001;0;0;2011-07-12;Rock
"Einmal um die Welt";Cro;2012;0;0;2013-03-07;Pop,Rap
Dynamite;"Taio Cruz";2010;0;0;2011-05-31;R&B,Dance,Electro
"His Eye Is On The Sparrow";"Lauryn Hill";1993;1;0;2011-05-30;"Soul,TV & movie soundtrack,Gospel,Duet"
"Back For Good";"Take That";1995;0;0;2007-06-26;"Teen pop,Soft rock"
Superstition;"Stevie Ray Vaughan";1986;0;0;2013-08-06;Rock,Funk,Blues
"Born To Run";"Bruce Springsteen";1975;0;0;2011-05-31;Rock
Donna;"Ritchie Valens";1959;0;0;2012-03-28;Oldies,Love
"Let Her Go";"Boyce Avenue";2013;1;0;2014-01-13;Love,Duet
Manu;Renaud;1981;0;0;2011-06-03;"French pop"
Waves;"Mr. Probz";2013;0;0;2013-09-19;Alternative,Soul
"Reggae Night";"Jimmy Cliff";1983;0;0;2013-06-03;Reggae,Pop
"Don't Rain On My Parade";"Barbra Streisand";1964;0;0;2007-08-21;Musical
Gold;"Spandau Ballet";1983;0;0;2011-05-31;"Pop,Soft rock"
"Gentleman cambrioleur";"Jacques Dutronc";1970;0;0;2013-11-08;"French pop"
"Silent Night (Woman Voice)";"Christmas Carol";1818;0;0;2011-05-30;Christmas,Traditionnal
Valerie;Glee;2010;0;0;2011-05-30;"TV & movie soundtrack,Pop"
"Sweet Little Sixteen";"Chuck Berry";1958;0;0;2011-05-31;"Rock 'n Roll,Oldies"
"J'ai vu";Niagara;1990;0;0;2011-05-30;"French pop"
"El Paso";"Marty Robbins";1959;0;0;2012-03-14;Country
"Oh, Boy!";"Buddy Holly";1957;0;0;2011-05-30;"Rock 'n Roll"
"Good Time";"Alan Jackson";2008;0;0;2011-05-31;Country
Marina;"Rocco Granata";1959;0;0;2012-03-31;Latin
"Tutti Frutti";"Little Richard";1957;0;0;2011-09-27;"Rock 'n Roll"
"Carol Of The Bells";"Christmas Carol";1916;0;0;2011-05-31;Christmas,Traditionnal
"When You're an Addams";"The Addams Family (Musical)";2010;0;0;2012-11-21;Musical
"Chanson pour l'Auvergnat";"Georges Brassens";1955;0;0;2011-06-09;"French pop"
"Welcome To My World";"Jim Reeves";1964;0;0;2013-01-08;Country
"Pick A Bale Of Cotton";"Derek Ryan";2014;0;0;2014-12-08;Country,Traditionnal
"Das Beste";Silbermond;2006;0;0;2013-01-21;"Soft rock,Pop"
"Route 66";"Manhattan Transfer";1981;0;0;2015-07-07;Jazz,Oldies
"Roots and Wings";"Miranda Lambert";2015;0;0;2015-06-19;Country,Folk,Rock
"Spirit In The Sky";"Norman Greenbaum";1969;0;0;2011-07-26;Rock
"Look At Us";"Vince Gill";1991;0;0;2014-08-24;Country
Barracuda;Heart;1977;0;0;2012-01-23;Hard/Metal,Rock
"Caress Me Down";Sublime;1996;0;1;2012-06-08;Ska,Alternative,Punk/Grunge,Rock
Summertime;"1950s Standards";1956;0;0;2011-05-30;Oldies
"On The Other Hand";"Randy Travis";1985;0;0;2011-09-21;Country
"Hit The Road Jack";"Renee Olstead";2009;0;0;2012-07-20;Jazz
"Pancho and Lefty";"Willie Nelson";1983;0;0;2011-05-30;Country
"I Surrender";"Céline Dion";2002;0;0;2011-05-31;Pop,Love
"La tendresse";Bourvil;1963;0;0;2012-02-09;"French pop"
"Galway Girl";"Mike Denver";2009;0;0;2015-04-16;Country
"Love Is A Many Splendored Thing";"Engelbert Humperdinck";1968;0;0;2013-10-08;Love,Oldies
"Hello, Dolly!";"Louis Armstrong";1964;0;0;2011-05-31;Oldies,Jazz
"Elvis Medley";"De Toppers";2007;0;0;2012-01-27;"Oldies,Rock 'n Roll"
"Personal Jesus";"Depeche Mode";1989;0;0;2011-05-31;Rock,Alternative,Electro
"Old Time Rock 'n' Roll Medley";"Nathan Carter";2014;0;0;2014-09-30;"Rock 'n Roll"
"Hit The Road Jack";"The Overtones";2013;1;0;2014-03-19;"Rock 'n Roll,Oldies,Duet"
"It's Still Rock & Roll To Me";"Billy Joel";1980;0;0;2011-09-06;"Rock 'n Roll,Rock"
"Ik meen 't";"André Hazes";1985;0;0;2012-06-01;Schlager,Pop
"Don't You Want Me";"The Human League";1981;1;0;2011-09-09;80s,Duet
"P.Y.T. (Pretty Young Thing)";"Michael Jackson";1983;0;0;2011-05-31;Pop,Funk
"The Man Who Sold The World";Nirvana;1993;0;0;2011-05-30;Rock
"This Is My Song";"Engelbert Humperdinck";1967;0;0;2014-01-18;Love,Pop,Oldies
"La musique que j'aime (Stade de France 2009)";"Johnny Hallyday";2009;0;0;2014-10-03;"French pop,Blues,Rock"
Summertime;"Sam Cooke";1957;0;0;2013-09-05;Soul
"Je reviens te chercher";"Gilbert Bécaud";1967;0;0;2011-05-30;"French pop"
"Whole Lotta Shakin' Goin' On";"Jerry Lee Lewis";1957;0;0;2013-07-01;"Rock 'n Roll"
"La bonne du curé";"Annie Cordy";1974;0;0;2014-12-24;"French pop"
"The Greatest Love Of All";"Scott Bradlee's Postmodern Jukebox";2015;0;0;2015-06-26;Jazz,Soul,Pop
"One Of Us";"Joan Osborne";1995;0;0;2007-09-18;Rock
"Please Forgive Me";"Bryan Adams";1993;0;0;2007-05-05;"Soft rock"
"True Love";"Bing Crosby";1956;0;0;2015-02-19;"TV & movie soundtrack,Musical,Oldies,Love"
"Another Love";"Tom Odell";2013;0;0;2013-03-08;Folk,Pop
Venus;Bananarama;1986;0;0;2011-12-16;80s
"Silent Night (Man Voice)";"Christmas Carol";1818;0;0;2011-05-30;Christmas,Traditionnal,Jazz
"Some Kind Of Wonderful";"Grand Funk Railroad";1975;0;0;2012-03-23;Rock
"I Shot The Sheriff";"Bob Marley";1973;0;0;2011-05-31;Reggae
"The Way You Look Tonight";"Rod Stewart";2002;0;0;2012-06-13;Jazz
"Più bella cosa";"Eros Ramazzotti";1996;0;0;2011-05-31;Pop
Unwell;"Matchbox Twenty";2002;0;0;2011-12-01;Pop,Rock,Country
"Cowboy Casanova";"Carrie Underwood";2009;0;0;2011-05-30;Rock,Pop,Country
"Mon beau sapin";"Christmas Carol";1824;0;0;2008-06-26;Christmas,Traditionnal,Kids
Chandelier;"Scott Bradlee's Postmodern Jukebox";2014;0;0;2015-05-12;Pop,Jazz
"All Out Of Love";"Air Supply";1980;0;0;2011-05-31;"Soft rock"
"Breaking Up Is Hard To Do";"Neil Sedaka";1962;0;0;2011-05-31;Pop,Oldies
"If You Leave Me Now";Chicago;1976;0;0;2012-12-04;"Soft rock,Pop"
Kilimandjaro;"Pascal Danel";1967;0;0;2015-05-13;"French pop"
"Non, non, rien n'a changé";"Les Poppys";1971;0;0;2013-11-08;"French pop"
"Black Roses";Nashville;2014;0;0;2014-06-23;"TV & movie soundtrack,Pop,Country"
Sternenhimmel;"Hubert Kah";1982;0;0;2014-08-24;80s,Rock,Alternative
"This Masquerade";"George Benson";1976;0;0;2011-08-19;Jazz,Soul
"Sorry Seems To Be The Hardest Word";"Joe Cocker";1991;0;0;2013-05-06;"Soft rock,Pop"
"Ascension (Don't Ever Wonder)";Maxwell;1996;0;0;2012-08-07;Soul,R&B
"Here For The Party";"Gretchen Wilson";2004;0;0;2011-05-31;Country
Nobody;"Keith Sweat";1996;0;0;2013-07-16;"R&B,Soft rock"
"I Look To You";"Whitney Houston";2009;0;0;2012-02-14;Pop,R&B
"She Loves You";"The Beatles";1963;0;0;2011-05-31;Pop,Rock
"Evil Ways";Santana;1970;0;0;2011-05-30;Rock
"Don't Worry Be Happy";"Hermes House Band";2009;0;0;2013-07-16;Dance,Pop
"Y'a d'la joie";"Charles Trenet";1938;0;0;2012-02-14;"French pop,Oldies"
"Your Love";"The Outfield";1986;0;0;2013-01-08;Rock,Pop
"Rock 'n' Roll Is King";"Electric Light Orchestra";1983;0;0;2011-05-31;Pop,Rock
"The Young Ones";"Cliff Richard";1960;0;0;2013-01-14;"Rock 'n Roll,Pop"
"The Letter";"Joe Cocker";1970;0;0;2013-10-08;"Soft rock"
"Happy Birthday (Rock Version)";"Happy Birthday Songs";2003;0;0;2011-12-01;Rock,Traditionnal
"Love Will Keep Us Together";"Captain and Tennille";1975;0;0;2007-09-12;Pop
"(Sittin' On) The Dock Of The Bay";"Sara Bareilles";2008;0;0;2015-03-27;Pop
"L'amour à la plage";Niagara;1986;0;0;2011-05-31;"French pop,80s"
Drive;Incubus;1999;0;0;2007-05-04;Rock
"J'veux du soleil";"Au p'tit bonheur";1991;0;0;2011-05-30;"French pop"
"All The Way";"Frank Sinatra";1957;0;0;2011-05-31;Oldies,Jazz
"Bottoms Up";"Brantley Gilbert";2013;0;0;2014-05-07;Country,Rock
"School Song";"Matilda The Musical";2011;0;0;2012-11-05;Musical,Kids
Nikita;"Elton John";1985;0;0;2011-05-31;"Pop,Soft rock"
"Merci Chérie";"Udo Jürgens";1966;0;0;2015-01-27;Schlager,Love,Oldies
"A Moment Like This";"Leona Lewis";2006;0;0;2012-05-02;"Love,Soft rock"
"Lili voulait aller danser";"Julien Clerc";1985;0;0;2011-05-31;"French pop,Rock 'n Roll"
"Good Morning";"Singin' In The Rain";1952;0;0;2012-09-13;Musical
"I Feel Lucky";"Mary Chapin Carpenter";1992;0;0;2011-05-30;Country,Rock
"More Than A Feeling";Boston;1976;0;0;2011-05-31;Rock
"Human Nature";"Michael Jackson";1983;0;0;2011-05-30;Soul,Pop
"When Will I See You Again";"The Three Degrees";1973;0;0;2011-06-20;Soul
"The Bare Necessities";"The Jungle Book";1967;0;0;2011-05-31;"TV & movie soundtrack,Jazz"
"Handle With Care";"The Traveling Wilburys";1988;1;0;2011-05-30;Folk,Duet
"Too Darn Hot";"Ella Fitzgerald";1956;0;0;2011-05-30;Oldies,Jazz
"He Ain't Heavy, He's My Brother";"The Hollies";1969;0;0;2011-05-30;Pop
"Beau malheur";"Emmanuel Moire";2013;0;0;2013-06-06;"French pop"
"What I Did For Love";"David Guetta";2014;0;0;2015-02-13;Pop,Dance,Electro
"I Told You So";"Randy Travis";1988;0;0;2012-04-05;Country
"A Moment Like This";"Kelly Clarkson";2003;0;0;2007-05-04;Pop,Love
"Love Me Tender";"Norah Jones";2004;0;0;2011-05-30;Love,Jazz
"Lass uns gehen";Revolverheld;2014;0;0;2014-12-24;Rock,Pop
"Oh ma jolie Sarah";"Johnny Hallyday";1971;0;0;2015-06-25;"French pop"
Bamboleo;"The Gipsy Kings";1987;0;0;2011-05-31;Latin
"Bésame Mucho";"Diana Krall";2003;0;0;2011-05-30;Latin,Jazz,Love
"Let Me Be There";"Olivia Newton-John";1973;0;0;2011-05-31;Country,Pop
"Jet Airliner";"Steve Miller Band";1977;0;0;2013-01-10;Rock
"Penny Arcade";"Roy Orbison";1969;0;0;2011-05-31;Rock,Pop
"Historia De Un Amor";"Luz Casal";2009;0;0;2011-08-03;Latin,Jazz
"What The World Needs Now Is Love";"Jackie DeShannon";1965;0;0;2011-09-06;"Soft rock"
"Through Glass";"Stone Sour";2006;0;0;2011-06-14;Rock
"I Believe In A Thing Called Love";"Scott Bradlee's Postmodern Jukebox";2015;0;0;2015-07-12;Jazz
"Walk On The Wild Side";"Lou Reed";1972;0;0;2012-10-27;Rock,Folk
Umbrella;"The Baseballs";2009;0;0;2011-05-30;"Rock 'n Roll"
"Ich liebe das leben";"Vicky Léandros";1975;0;0;2011-11-20;Schlager
"Flying Without Wings";Westlife;1999;0;0;2011-05-31;"Teen pop"
"Twistin' The Night Away";"Sam Cooke";1962;0;0;2011-05-30;"Soul,Rock 'n Roll"
"Going Out Like That";"Reba McEntire";2015;0;0;2015-03-04;Country,Rock
"Somewhere Over The Rainbow";"Tony Bennett";1995;0;0;2013-04-01;Jazz
"Beauty And The Beast";"Beauty And The Beast";1991;0;0;2015-03-25;"TV & movie soundtrack,Musical"
"Fade Into You";Nashville;2012;1;0;2013-07-24;"TV & movie soundtrack,Pop,Country,Duet"
"Gimme Hope Jo'anna";"Eddy Grant";1988;0;0;2014-03-31;Reggae
Lollipop;"The Chordettes";1958;0;0;2011-05-30;Oldies,Pop
"Hard To Say I'm Sorry";Chicago;1982;0;0;2011-11-29;"Soft rock"
"Schön ist es, auf der Welt zu sein";"Roy Black";1971;1;0;2014-03-05;Schlager,Duet,Kids
"Mein ding";"Udo Lindenberg";1985;0;0;2014-12-23;Rock,Pop
"Goodbye My Lover";"James Blunt";2005;0;0;2012-03-18;"Soft rock,Love"
"Young Hearts Run Free";"Candi Staton";1976;0;0;2013-01-15;Disco,Soul
"Le tourbillon";"Jeanne Moreau";1962;0;0;2015-06-24;"TV & movie soundtrack,French pop,Oldies"
"Behind Blue Eyes";"Limp Bizkit";2003;0;0;2011-09-20;"Hard/Metal,TV & movie soundtrack,Rock"
"Ni**as in Paris";Jay-Z;2011;0;1;2013-07-24;Rap,R&B
"Walk Right Back";"The Everly Brothers";1961;0;0;2014-04-22;Pop,Oldies
Heaven;"Boyce Avenue";2012;1;0;2013-03-28;"Pop,Duet,Soft rock"
"Kids In America";"Kim Wilde";1981;0;0;2011-05-31;80s,Pop
"Ruby, Don't Take Your Love To Town";"Kenny Rogers";1969;0;0;2012-01-25;Country
"Down To The River To Pray";"Alison Krauss";2002;0;0;2013-07-04;Christian,Gospel
"Echa Pa'lla (Manos Pa'rriba)";Pitbull;2012;0;0;2014-12-11;Pop,Latin,Electro
"Zwei Kleine Italiener";"Conny Froboess";1962;0;0;2014-06-25;Schlager,Oldies
"Love Is All";"Joe Longthorne";1986;0;0;2015-04-17;Pop
"So Amazing";"Luther Vandross";1987;0;0;2014-04-22;Soul,Love
"Feel Like Makin' Love";"Bad Company";1975;0;0;2012-02-10;Rock,Pop
"Mary Had A Little Lamb";"Stevie Ray Vaughan";1983;0;0;2012-10-15;Blues,Rock
"(You Gotta) Fight For Your Right (To Party!)";"Beastie Boys";1987;0;0;2013-09-17;Rock,Rap
Hallelujah;"Bastian Baker";2012;0;0;2013-01-24;Pop
"No Matter What";Boyzone;1998;0;0;2011-05-30;"Teen pop"
"Little Black Submarines";"The Black Keys";2012;0;0;2014-05-20;Rock,Alternative
"Have You Ever Seen The Rain";"Rod Stewart";2006;0;0;2011-05-30;Pop,Rock
"Rock This Town";"The Stray Cats";1981;0;0;2011-05-31;"Rock 'n Roll"
"Samba do Brasil";Bellini;2014;0;0;2015-06-05;Latin,Dance,Pop
"Are You Sleeping?";"Nursery Rhyme";1700;1;0;2008-06-26;Kids,Traditionnal,Duet
"Memories Are Made Of This";"Dean Martin";1955;0;0;2011-05-30;Oldies,Pop
"Get Down On It";"Kool And The Gang";1981;0;0;2011-05-31;Funk
"Mon manège à moi";"Edith Piaf";1952;0;0;2011-10-12;"French pop"
"Sippin' On Fire";"Florida Georgia Line";2014;0;0;2015-05-13;Country,Pop,Rock
"Werewolves Of London";"Warren Zevon";1978;0;0;2011-10-31;Rock
