Title;Artist;Year;Duo;Explicit;"Date Added";Styles
"Hey, Good Lookin'";"Hank Williams, Jr.";1951;0;0;2012-04-26;Country
"Just In Time";"Frank Sinatra";1959;0;0;2012-06-15;Jazz,Oldies,Pop
"I'm Not in Love";"Diana Krall";2015;0;0;2015-05-28;Jazz,Love
Shout;"Tears For Fears";1985;0;0;2012-07-08;80s
"Welcome To My World";"Jim Reeves";1964;0;0;2013-01-08;Country
Sunrise;"Norah Jones";2004;0;0;2012-02-10;Folk,Soul,Pop
"Summer Wine";"Ville Valo";2007;1;0;2011-05-30;"Soft rock,Duet"
"Blue Moon Of Kentucky";"Dwight Yoakam";1988;0;0;2012-07-17;Country
"Boum Boum Boum";Mika;2014;0;0;2014-09-08;"French pop"
Nutshell;"Alice in Chains";1993;0;0;2012-12-10;Alternative,Rock,Folk
"Leun op mij";"Ruth Jacott";1999;0;0;2011-10-25;"Soft rock,Pop"
"Girl, You'll Be A Woman Soon";"Neil Diamond";1967;0;0;2012-08-20;Pop,Rock,Oldies
"Solitary Man";"Neil Diamond";1966;0;0;2013-04-03;Rock
"Più Che Puoi";"Eros Ramazzotti";2001;1;0;2011-05-31;Duet,Pop,Love
"Man On A Wire";"The Script";2015;0;0;2015-07-29;Pop,Rock
"I Can Only Imagine";MercyMe;2001;0;0;2011-05-31;"Christian,Soft rock"
"Aquarius / Let The Sun Shine In";"5th Dimension";1969;0;0;2011-07-16;Oldies
Cruise;"Florida Georgia Line";2012;0;0;2012-11-08;Country
"Ave Maria";"Josh Groban";2008;0;0;2011-05-30;Classical,Christmas,Christian
"Everytime We Touch (Acoustic)";Cascada;2006;0;0;2011-05-30;Pop
"The Ballad of Curtis Loew";"Lynyrd Skynyrd";1974;0;0;2011-12-28;Country
"Cara Mia";"Jay and The Americans";1954;0;0;2012-10-18;Pop,Oldies
"L'hymne à l'amour (duo)";"Lara Fabian";1999;1;0;2015-07-02;"French pop,Duet"
"Keep Me Hanging On";"The Overtones";2012;0;0;2014-06-18;Pop,Oldies
"Day Drinking";"Little Big Town";2014;0;0;2014-09-22;Country
"I Can't Go for That (No Can Do)";"Hall & Oates";1981;0;0;2013-10-16;"Pop,Soft rock"
"Dance Again";"Jennifer Lopez";2012;0;0;2012-07-02;Dance,Pop
Royals;"Scott Bradlee's Postmodern Jukebox";2013;0;0;2015-03-09;Jazz,Pop,Soul
"This Woman's Work";Maxwell;1997;0;0;2011-05-31;Soul
"Back For Good";"Take That";1995;0;0;2007-06-26;"Teen pop,Soft rock"
"Tom Jones Medley";"De Toppers";2006;0;0;2012-08-06;Pop
"What We Ain't Got";"Jake Owen";2014;0;0;2014-12-26;Country
"Les moulins de mon coeur";"Michel Legrand";1985;0;0;2011-05-31;"French pop"
Lieder;"Adel Tawil";2013;0;0;2014-12-23;Pop
"More Than A Feeling";Boston;1976;0;0;2011-05-31;Rock
"Mary Did You Know";"Helen Cornelius";2006;0;0;2014-12-19;"Christmas,Gospel,Christian,Soft rock"
"Du Entschuldige I Kenn' Di";"Peter Cornelius";1980;0;0;2014-05-03;Schlager
"Kiss An Angel Good Mornin'";"Charley Pride";1971;0;0;2015-05-20;Country,Folk
"Start Me Up";"The Rolling Stones";1981;0;0;2011-06-16;Rock
"Una lacrima sul viso";"Bobby Solo";1964;0;0;2013-02-11;"Pop,Oldies,TV & movie soundtrack,Musical"
"The Tracks Of My Tears";"Smokey Robinson";1965;0;0;2012-01-31;Oldies,Love,Pop
"You're The Best Thing That Ever Happened To Me";"Gladys Knight & The Pips";1973;0;0;2011-05-30;Soul,Pop
"Russian Roulette";Rihanna;2009;0;0;2011-05-30;Pop,R&B
"Lambé an dro";Matmatah;1998;0;0;2014-12-23;"French pop"
"Talk Dirty";"Jason Derülo";2013;0;1;2013-10-04;R&B,Rap
"Seasons In The Sun";"Mike Denver";2007;0;0;2015-07-23;Country,Folk
"You Are Not Alone";"Michael Jackson";1995;0;0;2011-05-31;Pop,Love
"Beam Me Up";Pink;2012;0;0;2013-01-08;"Pop,Soft rock"
"One Night Only (Highlights Version)";Dreamgirls;2007;0;0;2011-05-30;"Musical,TV & movie soundtrack,Pop"
"My Funny Valentine";"Ella Fitzgerald";1956;0;0;2013-03-29;Jazz,Oldies
"This Town";"Kacey Musgraves";2015;0;0;2015-07-29;Pop,Folk
"Les comédiens";"Charles Aznavour";1962;0;0;2012-02-14;"French pop"
"I Need More Of You";"The Bellamy Brothers";1985;0;0;2011-05-30;Country
"Ein Bett Im Kornfeld";"Jürgen Drews";1998;0;0;2012-08-03;"Pop,Soft rock"
"Harley Davidson";"Brigitte Bardot";1967;0;0;2011-05-31;"French pop"
"Breaking Up Is Hard To Do (Slow Version)";"Neil Sedaka";1975;0;0;2014-12-29;Pop,Love,Jazz,Oldies
"One Way Wind";"The Cats";1972;0;0;2011-05-31;"Pop,Soft rock"
"Bennie And The Jets";"Elton John";1973;0;0;2012-01-24;Rock,Pop
"It's All Over Now";"The Rolling Stones";1964;0;0;2012-03-26;Rock
"The Middle";"Jimmy Eat World";2001;0;0;2011-09-01;Rock
"The Way You Look Tonight (duet)";"Tony Bennett";2011;1;0;2012-01-09;Jazz,Duet
"Medley (Hit Mix '99)";"The Gipsy Kings";1999;0;0;2011-12-19;Latin
"Can't Take My Eyes Off Of You";"The Overtones";2013;1;0;2015-07-07;"Soul,TV & movie soundtrack,Duet"
"Night Moves";"Bob Seger";1976;0;0;2014-04-22;Rock
"Ma Baker";"Boney M";1977;0;0;2011-05-31;Disco
"That Man";"Caro Emerald";2010;0;0;2011-06-17;Jazz,Pop
Unwell;"Matchbox Twenty";2002;0;0;2011-12-01;Pop,Rock,Country
"You Are The Sunshine Of My Life";"Frank Sinatra";1974;0;0;2011-05-30;Jazz,Oldies
"Fool (If You Think It's Over)";"Chris Rea";1988;0;0;2014-07-14;"Soft rock"
"The Loco-motion";"Kylie Minogue";1988;0;0;2011-05-31;Pop,Dance
"Take Me Home, Country Roads";"Roch Voisine";2010;0;0;2013-05-18;Country
Golden;"Jill Scott";2004;0;0;2012-01-04;R&B,Soul
"O Christmas Tree";"Christmas Carol";1824;0;0;2008-06-26;Christmas,Traditionnal,Kids
"I Belong To You (Il Ritmo Della Passione)";"Eros Ramazzotti";2005;1;0;2014-03-06;Pop,Duet,Love
"Walk On The Wild Side";"Lou Reed";1972;0;0;2012-10-27;Rock,Folk
Shower;"Becky G";2014;0;0;2014-07-29;"Rap,Teen pop,Pop"
"The Young Ones";"Cliff Richard";1960;0;0;2013-01-14;"Rock 'n Roll,Pop"
"The Spirit Of Radio";Rush;1980;0;0;2015-08-06;Rock,Hard/Metal
"Heavy Is The Head";"Zac Brown Band";2015;1;0;2015-07-07;Rock,Alternative,Duet
"Man or Muppet";"The Muppets";2011;0;0;2012-03-30;"TV & movie soundtrack,Musical,Kids"
"Are You Gonna Be My Girl";Jet;2003;0;0;2011-05-31;Alternative,Pop,Rock
"I Want It That Way";"Scott Bradlee's Postmodern Jukebox";2015;0;0;2015-04-16;Jazz,Soul
"Für Mich Soll's Rote Rosen Regnen";"Hildegard Knef";1968;0;0;2012-09-02;Musical,Oldies,Pop
"New Shoes";"Paolo Nutini";2006;0;0;2011-05-31;Pop
"The Nearness Of You";"Norah Jones";2001;0;0;2011-05-30;Jazz,Blues
"Drop It Like It's Hot";"Snoop Dogg";2004;0;0;2013-07-04;Rap,R&B,Electro
"Touch The Sky";"Julie Fowlis";2012;0;0;2015-06-11;"TV & movie soundtrack,Celtic,Kids"
"Chattanooga Choo Choo";"Glenn Miller";1941;0;0;2012-01-05;Jazz
"Au clair de la lune";Comptine;1650;0;0;2008-06-26;Traditionnal,Kids
"Lost In The Fifties Tonight (In The Still Of The Night)";"Ronnie Milsap";1985;0;0;2014-05-09;Love,Country,Oldies
"U Can't Touch This";"MC Hammer";1990;0;0;2011-05-31;Rap,Pop
True;"Spandau Ballet";1983;0;0;2007-05-04;"Soft rock"
"L'hymne à l'Amour";"Johnny Hallyday";1995;0;0;2012-02-09;"French pop"
"Tell Him";"Barbra Streisand";1997;1;0;2011-07-30;Pop,Duet
"In Your Eyes";"Peter Gabriel";1986;0;0;2011-11-23;Rock
"The Last Goodbye";"Billy Boyd";2014;0;0;2015-01-29;"Folk,TV & movie soundtrack"
"This I Promise You";"Ronan Keating";2006;0;0;2007-12-18;"Soft rock,Pop"
"She Wolf (Falling To Pieces)";"David Guetta";2012;0;0;2012-09-23;Electro,Dance
"Why Do Fools Fall In Love";"The Overtones";2010;0;0;2011-08-10;Oldies,Pop
"In The Midnight Hour";"Wilson Pickett";1965;0;0;2011-06-23;"Soul,Rock 'n Roll"
"Breaking Free";"High School Musical";2006;1;0;2015-03-20;"TV & movie soundtrack,Musical,Duet"
"This Summer's Gonna Hurt Like A Motherf****r";"Maroon 5";2015;0;1;2015-06-12;Pop,Rock
"Baila Morena";Zucchero;2006;0;0;2013-07-04;"Rock,Pop,TV & movie soundtrack"
Volare;"Dany Brillant";2007;0;0;2011-05-30;"Jazz,Latin,French pop"
"All Night Long (2011 Mix)";"Lionel Richie";2011;0;0;2012-09-12;Pop,Dance,Electro
"Dream A Little Dream Of Me";"Ella Fitzgerald";1950;0;0;2012-01-02;Oldies,Jazz
"Holy Diver";"Ronnie James Dio";1983;0;0;2015-05-27;Hard/Metal,Alternative,Rock
"I'm Too Sexy";"Right Said Fred";1992;0;0;2011-05-30;Humour,Pop
"Walk On By";"Diana Krall";2009;0;0;2013-03-29;Jazz,Latin
Tornado;"Little Big Town";2012;0;0;2012-12-03;Country
"This I Promise You";NSYNC;2000;0;0;2011-06-10;"Love,Soft rock"
"Ain't It Fun";"Guns N' Roses";1993;0;0;2015-08-14;Hard/Metal,Rock
"In The Still Of The Night";"The Five Satins";1956;0;0;2011-05-31;Soul,Pop,Oldies
"Lili Marlene";"Vera Lynn";1948;0;0;2014-08-04;Oldies,Love,Pop
"Away In A Manger";"Christmas Carol";1885;0;0;2011-05-30;Christmas,Christian
"Joyeux anniversaire";"Happy Birthday Songs";1893;0;0;2008-06-26;Traditionnal,Kids
Imagine;"Emeli Sandé";2012;0;0;2015-07-02;Pop
"Ring Of Fire";"Alan Jackson";2010;0;0;2011-11-25;Country
"Black Or White";"Michael Jackson";1992;0;0;2011-11-28;Pop,Rock,R&B
Waves;"Mr. Probz";2013;0;0;2013-09-19;Alternative,Soul
"The Luckiest";"Ben Folds";2000;0;0;2012-07-08;"Soft rock"
"Ave Maria";"Helene Fischer";2007;0;0;2012-08-03;Classical
"Cold As Ice";Foreigner;1977;0;0;2013-05-14;Rock
"Grand Tour";"George Jones";1974;0;0;2014-12-03;Country
"Lookin' For Love";"Johnny Lee";1980;0;0;2012-02-07;"Country,TV & movie soundtrack,Love"
"C'est moi";"C. Jérôme";1974;0;0;2011-06-10;"French pop"
"The Way I Am";"Merle Haggard";1980;0;0;2013-09-27;Country
Hero;"Family Of The Year";2013;0;0;2013-11-22;Alternative,Folk,Pop,Rock
"Mmm, Mmm, Mmm, Mmm";"Crash Test Dummies";1993;0;0;2011-05-31;Pop,Rock
"My Prayer";"The Platters";1960;0;0;2011-12-23;"Oldies,Soft rock"
"Car Wash";"Rose Royce";1976;0;0;2011-05-31;"Disco,Funk,TV & movie soundtrack"
Maps;"Scott Bradlee's Postmodern Jukebox";2014;0;0;2015-05-20;Soul,Jazz
Guantanamera;"Julio Iglesias";1976;0;0;2013-07-16;Latin,Pop
Jambalaya;"Creedence Clearwater Revival";1972;0;0;2013-07-01;Country
Tribute;"Tenacious D";2002;0;1;2011-05-30;"Rock,Hard/Metal,Alternative,Humour,TV & movie soundtrack"
"God Bless America";"Kate Smith";1938;0;0;2014-12-26;Traditionnal
"I Recall A Gypsy Woman";"Don Williams";1978;0;0;2012-01-06;Country
"Man Down";Rihanna;2010;0;1;2011-09-12;Pop,R&B
Jealous;"Scott Bradlee's Postmodern Jukebox";2015;0;0;2015-08-06;Soul,Jazz
"Help Me Make It Through The Night";"Elvis Presley";1975;0;0;2014-08-18;Love,Oldies,Country
"Little Do You Know";"Alex & Sierra";2014;1;0;2015-02-24;Pop,Folk,Duet
"The Beach Boys Medley";"The Beach Boys";1981;0;0;2011-11-20;Pop
"Raise Your Glass";Pink;2010;0;0;2012-07-15;Pop,Rock
"Take Good Care Of My Baby";"Bobby Vee";1961;0;0;2012-04-20;Pop,Oldies
"Return To Me";"Dean Martin";1958;0;0;2014-04-24;Oldies,Love
"La chanson des vieux amants";"Jacques Brel";1967;0;0;2013-02-13;"French pop"
"We've Got Tonight";"Bob Seger";1978;0;0;2015-05-31;"Soft rock,Rock"
Rodeo;"Garth Brooks";1998;0;0;2014-09-01;Country
"The Shadow Of Your Smile";"Astrud Gilberto";1965;0;0;2011-11-25;Jazz,Latin
Starships;"Nicki Minaj";2012;0;1;2012-05-11;Electro,Dance,Pop
Bamboleo;"The Gipsy Kings";1987;0;0;2011-05-31;Latin
"Love Hurts";Nazareth;1972;0;0;2011-05-30;Rock,Love
"I Feel The Earth Move";"Carole King";1971;0;0;2007-07-16;Pop,Rock
"Tainted Love";"Karen Souza";2007;0;0;2012-10-27;Jazz,Pop
"Thunder Road";"Bruce Springsteen";1975;0;0;2011-10-20;Rock
"You And Me";Lifehouse;2005;0;0;2008-07-23;Pop,Rock
"La solitudine";"Laura Pausini";1993;0;0;2012-06-01;"Soft rock,Pop"
Alive;"Pearl Jam";1993;0;0;2012-11-10;Rock,Alternative
"Pretty Woman";"The Overtones";2013;0;0;2014-02-05;Oldies,Pop
Jamming;"Bob Marley";1977;0;0;2011-05-31;Reggae
"In The Mood";"The Andrews Sisters";1942;0;0;2011-12-26;Oldies,Jazz
"Back in the U.S.S.R.";"The Beatles";1968;0;0;2011-10-26;"Rock,Rock 'n Roll"
"I Know It's Today";Shrek;2008;0;0;2012-08-05;Musical
"Let The Good Times Roll";"B.B. King";1960;0;0;2012-02-07;Blues,Jazz
Bibbidi-Bobbidi-Boo;"Cinderella (musical)";1962;0;0;0000-00-00;Musical
"Who I Am With You";"Chris Young";2014;0;0;2014-10-14;Country
"Day Tripper";"The Beatles";1965;0;0;2012-01-12;Rock
"Homegrown Honey";"Darius Rucker";2014;0;0;2015-01-22;Country,Pop
"One Fine Day";"The Chiffons";1972;0;0;2011-05-31;"Oldies,Rock 'n Roll"
Xanadu;"Olivia Newton-John";1980;0;0;2011-05-31;"TV & movie soundtrack,Disco,80s,Musical"
"Let Her Go";"Boyce Avenue";2013;1;0;2014-01-13;Love,Duet
"El Talismán";Rosana;1996;0;0;2012-06-01;Latin,Pop
"Little Sister";"Dwight Yoakam";1987;0;0;2012-04-18;"Country,Rock 'n Roll"
"I Will Remember You";"Sarah McLachlan";2000;0;0;2007-05-04;"Pop,Soft rock"
"Snow (Hey Oh)";"Red Hot Chili Peppers";2006;0;0;2011-12-14;Rock
"Rock Me Baby";"B.B. King";1964;0;0;2012-09-21;Blues
"Joy To The World";"Whitney Houston";1996;0;0;2011-12-21;Christmas,Soul,Pop
"Get Ready";"The Overtones";2015;0;0;2015-07-07;Soul,Jazz,Rock
"Sous le ciel de Paris";"Edith Piaf";1954;0;0;2011-06-20;"Musette,Oldies,French pop"
"Je ne suis qu'une chanson";"Ginette Reno";1979;0;0;2014-10-29;"French pop"
"Broken Vow";"Josh Groban";2003;0;0;2011-05-31;Love,Pop
"No Rain";"Blind Melon";1993;0;0;2014-04-10;Pop,Rock
"What A Difference A Day Makes";"Esther Phillips";1975;0;0;2012-08-15;Disco,Soul
"Lucky Lips";"Cliff Richard";1963;0;0;2012-08-16;"Rock 'n Roll,Rock"
"Night And Day";"Frank Sinatra";1962;0;0;2012-07-27;Jazz,Oldies,Musical
"Chanson pour l'Auvergnat";"Georges Brassens";1955;0;0;2011-06-09;"French pop"
"Hasta Siempre";"Nathalie Cardone";1999;0;0;2014-05-03;Pop,Latin
"When Love Takes Over";"David Guetta";2009;0;0;2011-05-31;Dance,Electro
"Je ne dirai rien";"Black M";2014;0;1;2015-06-06;"Rap,French pop"
Josephine;"Chris Rea";1985;0;0;2011-05-31;"Soft rock"
"I'll Stand By You";"The Pretenders";1994;0;0;2007-05-31;"Soft rock"
"Rien qu'une larme";"Mike Brant";1973;0;0;2014-05-15;"French pop"
"I'd Rather Go Blind";"Beth Hart";2011;0;0;2015-04-08;Soul,Blues,Rock
"Can't Help Falling In Love";"Michael Bublé";2003;0;0;2011-05-30;Love,Pop
"Moon River";"Frank Sinatra";1964;0;0;2013-05-01;Oldies,Pop,Jazz
"Every Time We Say Goodbye";"Ella Fitzgerald";1956;0;0;2012-09-24;Jazz,Oldies
"The Tide Is High";Blondie;1980;0;0;2012-03-21;Rock,80s
"Somebody Else's Guy";"Jocelyn Brown";1984;0;0;2011-05-31;Disco,Funk,Soul
"While My Guitar Gently Weeps";"The Beatles";1968;0;0;2011-05-31;Rock,Blues
"Jet Airliner";"Steve Miller Band";1977;0;0;2013-01-10;Rock
"Let's Hear It For The Boy";"Deniece Williams";1984;0;0;2007-06-18;"80s,TV & movie soundtrack"
"Does He Love You";"Reba McEntire";1993;1;0;2011-05-31;Country,Love,Duet
"This Is The Moment";"Jekyll & Hyde";1990;0;0;2008-05-29;Musical
"La nuit je mens";"Alain Bashung";1998;0;0;2011-05-30;"French pop"
Stripes;"Brandy Clark";2013;0;0;2013-11-28;Country
"Use Somebody";"Boyce Avenue";2011;1;0;2013-11-04;"Pop,Duet,Soft rock"
"Scarborough Fair";"Celtic Woman";2007;0;0;2011-05-30;Celtic,Traditionnal
"You & I (Nobody In The World)";"John Legend";2013;0;0;2013-12-11;Soul,R&B
"Would You Go With Me";"Josh Turner";2006;0;0;2011-05-31;Country
Amnesia;"5 Seconds of Summer";2014;0;0;2014-09-29;"Teen pop,Pop,Rock"
"O Holy Night";"Carrie Underwood";2005;0;0;2012-12-05;Christmas
"Orange Colored Sky";"Natalie Cole";1991;0;0;2011-05-31;Jazz
"In Da Club";"50 Cent";2003;0;1;2011-08-05;Rap,R&B
"Dirty Old Town";"The Pogues";1985;0;0;2011-11-30;Celtic,Folk
"House Of The Rising Sun";"Haley Reinhart";2011;0;0;2014-02-07;Blues,Rock
"Happy Birthday (Rock Version)";"Happy Birthday Songs";2003;0;0;2011-12-01;Rock,Traditionnal
"How Great Thou Art";"Alan Jackson";2006;0;0;2011-10-14;"Soft rock"
"Hello Walls";"Faron Young";1961;0;0;2011-12-26;Country
"Fast As You";"Dwight Yoakam";1993;0;0;2012-10-15;Country
"Mourir demain (Duo)";"Natasha St-Pier";2004;1;0;2011-05-30;"French pop,Duet"
Euphoria;Loreen;2012;0;0;2012-06-16;Dance,Pop,Electro
Summer;"Calvin Harris";2014;0;0;2014-06-30;Dance,Pop
"Queen Medley (part 2)";"De Toppers";2009;0;0;2013-01-17;Pop,Rock
"Hey Bartender";"The Blues Brothers";1978;0;0;2011-05-30;"Blues,Rock 'n Roll,TV & movie soundtrack,Rock"
"I Don't Know How To Love Him";"Jesus Christ Superstar";1970;0;0;2014-04-10;"Musical,TV & movie soundtrack,Folk,Soft rock"
"Down To The Nightclub";"Tower Of Power";1972;0;0;2015-08-04;Funk,Soul
"Because The Night";"Patti Smith";1978;0;0;2012-10-05;Rock
"Oh, Happy Day";"Elvis Presley";1970;0;0;2007-05-04;Gospel
Clarity;Zedd;2013;0;0;2013-02-27;Dance,Electro
"All Hail The Power Of Jesus' Name";Traditional;1793;0;0;2011-05-30;Gospel,Christian
"J'ai un problème";"Sylvie Vartan";1973;1;0;2012-04-17;"French pop,Duet"
"Ma gueule";"Johnny Hallyday";1979;0;0;2014-10-03;"French pop,Rock"
"All Of Me";"Billie Holiday";1941;0;0;2007-05-07;Jazz
"The Man Who Sold The World";Nirvana;1993;0;0;2011-05-30;Rock
"Earth Angel (Will You Be Mine)";"The Penguins";1954;0;0;2011-06-13;"Oldies,Soft rock"
"Upside Down";"Paloma Faith";2010;0;0;2011-05-30;Pop,Soul
Daniela;"Elmer Food Beat";1988;0;0;2013-01-30;"Rock,Humour,Alternative,French pop"
"Wishing You Were Somehow Here Again";"The Phantom Of The Opera";1986;0;0;2011-05-31;Musical
"Rock And Roll All Nite";Kiss;1975;0;0;2011-05-31;Hard/Metal
"Life Of The Party";"Shawn Mendes";2014;0;0;2014-09-29;Pop,Rock
"Crazy Rap";Afroman;2000;0;1;2011-11-16;Rap
"How Will I Know";"Whitney Houston";1985;0;0;2012-02-20;Pop,80s
"Heaven Knows";"The Pretty Reckless";2014;0;0;2014-04-07;Rock,Alternative
"Hello Mary Lou";"Creedence Clearwater Revival";1972;0;0;2011-05-31;"Rock 'n Roll,Country,Pop"
"Don't Look Down";"Martin Garrix";2015;0;0;2015-08-06;Dance,Electro,Pop
"Besame Mucho";Dalida;1976;0;0;2011-08-28;Latin
"Feliz Navidad";"José Feliciano";1970;0;0;2011-05-30;Christmas
"Mon homme";"Mistinguett, Reine des années folles";2014;0;0;2014-05-26;"Musical,French pop,Oldies,Musette"
"What A Wonderful World";"Céline Dion";2005;0;0;2011-05-31;"Pop,Soft rock"
"Oh Happy Day";"Florent Pagny";1995;0;0;2011-05-30;Gospel
"Three Wooden Crosses";"Randy Travis";2002;0;0;2011-07-13;Country,Christian
"White Flag";Dido;2003;0;0;2007-05-04;"Pop,Soft rock"
"Lullaby Of Birdland";"Sarah Vaughan";1954;0;0;2015-01-20;Jazz
Margaritaville;"Alan Jackson";1999;0;0;2011-11-15;Country
"Love Is A Losing Game (Acoustic)";"Amy Winehouse";2008;0;0;2013-11-22;Soul,Folk
"The Long and Winding Road";"The Beatles";1970;0;0;2011-11-25;Pop
"The Love Boat";"TV Theme";1977;0;0;2008-01-23;"TV & movie soundtrack,Disco"
"I Can't Stop Loving You";"Ray Charles";1975;0;0;2012-08-03;"Soft rock,Soul"
Du;"Peter Maffay";1970;0;0;2015-04-21;Schlager,Love
"Neon Light";"Blake Shelton";2014;0;0;2014-11-18;Country
"(Shake, Shake, Shake) Shake Your Booty";"KC & The Sunshine Band";1976;0;0;2011-06-14;Disco,Funk
"Don't Get Around Much Anymore";"Natalie Cole";1991;0;0;2012-01-06;Jazz
"I'll Be There For You";"The Rembrandts";1995;0;0;2007-06-04;"TV & movie soundtrack,Pop,Rock"
"Bottoms Up";"Brantley Gilbert";2013;0;0;2014-05-07;Country,Rock
"Black Night";"Deep Purple";1970;0;0;2012-03-26;Hard/Metal,Rock
"Les cactus";"Jacques Dutronc";1966;0;0;2014-12-24;"French pop"
"Piensa en mi";"Luz Casal";1992;0;0;2011-05-31;"TV & movie soundtrack,Latin"
"Walking On The Moon";"The Police";1979;0;0;2011-05-30;Rock,Reggae
"That's All Right";"Elvis Presley";1958;0;0;2011-11-02;"Rock 'n Roll"
Soulshine;"The Allman Brothers Band";1994;0;0;2012-12-03;Blues,Rock,Soul
"Mercury Blues";"Alan Jackson";1992;0;0;2011-05-30;Country
"Lonely Boy";"The Black Keys";2011;0;0;2012-07-08;Rock,Alternative
"Mon Dieu";"Edith Piaf";1960;0;0;2011-08-16;"French pop"
Maps;"Maroon 5";2014;0;0;2014-09-02;Pop,Rock
Yesterday;"Eva Cassidy";2003;0;0;2011-05-30;Love,Pop
"Don't Cry";"Guns N' Roses";1991;0;0;2011-07-08;Rock
"Black Betty";"Ram Jam";1977;0;0;2012-05-10;Rock
"Wrecking Ball";"James Arthur";2013;0;0;2014-02-17;Pop
"Walk Like A Man";"The Four Seasons";1963;0;0;2011-08-02;Pop,Rock
"Surfin' USA";"The Beach Boys";1963;0;0;2011-05-31;Pop,Rock
"Little Me";"Little Mix";2013;0;0;2014-01-26;"Teen pop,Pop,R&B"
"Who Wants To Live Forever";Queen;1986;0;0;2011-06-27;"Pop,Rock,TV & movie soundtrack"
Teardrops;"Womack & Womack";1988;0;0;2011-05-31;Disco,Pop
"Much Too Young (To Feel This Damn Old)";"Garth Brooks";1989;0;0;2014-03-19;Country
"Baby I Love Your Way";"Peter Frampton";1975;0;0;2012-10-22;"Soft rock"
"Just A Closer Walk With Thee";"Patsy Cline";1965;0;0;2011-05-30;Oldies
Apologize;Timbaland;2007;0;0;2008-03-21;R&B,Pop
"My Wish";"Rascal Flatts";2006;0;0;2011-05-31;Country
Uninvited;"Alanis Morissette";1998;0;0;2011-05-31;"Soft rock,TV & movie soundtrack"
"Can't Help Falling In Love (live)";"Elvis Presley";1969;0;0;2007-05-04;Oldies,Love
"That's How You Know";Enchanted;2007;0;0;0000-00-00;"TV & movie soundtrack"
"Valió la pena (Salsa version)";"Marc Anthony";2004;0;0;2015-02-12;Latin
"Beautiful In My Eyes";"Joshua Kadison";1993;0;0;2011-05-31;"Soft rock"
"Hang On Sloopy";"The McCoys";1965;0;0;2011-12-26;Oldies,Rock
"Weus'd a herz hast wie a bergwerk";"Rainhard Fendrich";1984;0;0;2012-09-09;"Soft rock"
"Sweet Annie";"Zac Brown Band";2013;0;0;2014-01-11;Country
"Macarena (Spanish Version)";"Los Del Rio";1995;0;0;2014-04-24;Dance
"You're Sixteen, You're Beautiful And You're Mine";"Ringo Starr";1974;0;0;2012-01-26;"Pop,Soft rock"
Troubadour;"George Strait";2008;0;0;2011-05-30;Country
"Boogie Oogie Oogie";"A Taste of Honey";1976;0;0;2011-07-12;Disco
"My Eyes Adored You";"Frankie Valli";1975;0;0;2014-07-26;Pop
"Sugar, We're Goin Down";"Fall Out Boy";2005;0;0;2012-02-08;Rock,Pop
"The Rainbow Connection";Kermit;1979;0;0;2007-06-25;"TV & movie soundtrack,Pop"
"Real Love";"Clean Bandit";2014;0;0;2014-12-08;Dance,Pop,Electro,80s
"Lady (Hear Me Tonight)";Modjo;2000;0;0;2011-05-30;Dance,Electro
"Who's Lovin' You";"Michael Bublé";2013;0;0;2013-06-01;Oldies,Soul,Pop
"Big Bad Handsome Man";"Imelda May";2009;0;0;2011-05-30;"Soft rock,Jazz"
"La bonne du curé";"Annie Cordy";1974;0;0;2014-12-24;"French pop"
"Just A Closer Walk With Thee";"Gospel Singer";1941;0;0;2012-01-10;Gospel,Christian
"Just Dance";"Scott Bradlee's Postmodern Jukebox";2014;0;0;2015-05-27;Jazz,Pop
"True Love";"Bing Crosby";1956;0;0;2015-02-19;"TV & movie soundtrack,Musical,Oldies,Love"
"Gypsys, Tramps & Thieves";Cher;1971;0;0;2012-10-15;Pop
"Here For The Party";"Gretchen Wilson";2004;0;0;2011-05-31;Country
"Something I Need";OneRepublic;2013;0;0;2013-10-31;Rock,Pop
"Stacy's Mom";"Fountains of Wayne";2003;0;0;2007-05-04;Pop,Rock
"Alles Nur Geklaut";"Die Prinzen";1994;0;0;2012-11-08;Pop,Rock
Easy;"Faith No More";1993;0;0;2011-05-30;Pop,Rock
"Burning Love";"Elvis Presley";1972;0;0;2007-05-04;Rock,Oldies
"I'm So Lonesome I Could Cry";"Hank Williams, Sr.";1949;0;0;2015-05-20;Country,Oldies
"Que tu reviennes";"Patrick Fiori";2000;0;0;2011-05-31;"Love,French pop"
"Emmène-moi danser ce soir";"Michèle Torr";1980;0;0;2014-12-23;"French pop"
"Poor Unfortunate Souls";"Little Mermaid";1989;0;0;2015-03-25;"TV & movie soundtrack,Musical"
"There's A Kind Of Hush";"The Carpenters";1976;0;0;2011-05-31;Folk,Pop
"I Like It, I Love It";"Tim McGraw";1995;0;0;2014-07-26;Country
"Do You Hear What I Hear?";"Carrie Underwood";2008;0;0;2011-11-21;Christmas
"Safe & Sound";"Taylor Swift";2011;0;0;2012-06-18;"Country,Folk,TV & movie soundtrack"
"Over The Rainbow";"Katharine McPhee";2006;0;0;2008-02-05;Pop
Renegade;Styx;1978;0;0;2015-03-09;Hard/Metal,Rock
"Hit The Road Jack";"Hermes House Band";2004;0;0;2011-05-31;Pop,Dance,Jazz
