Title;Artist;Year;Duo;Explicit;"Date Added";Styles
"You Make Me Feel...";"Cobra Starship";2011;0;0;2013-11-09;Dance,Pop
"And Your Bird Can Sing";"The Beatles";1966;0;0;2011-05-31;Rock,Pop
"Before I Fall In Love";"CoCo Lee";1999;0;0;2013-09-27;"TV & movie soundtrack,Pop,R&B"
Flappie;"Youp van 't Hek";1985;0;0;2012-07-16;Christmas,Humour,Pop
"Sur mes gardes";"Joyce Jonathan";2010;1;0;2013-11-04;"French pop,Duet"
"Dance Hall Days";"Wang Chung";1984;0;0;2012-12-29;80s
"Onward Christian Soldiers";"Gospel Singer";2005;0;0;2011-05-31;Gospel,Christian
Stutter;"Maroon 5";2010;0;0;2011-05-31;Pop,Rock
"Brown Eyed Woman";"Bill Medley";1968;0;0;2011-10-08;"Pop,Soft rock"
"Under Pressure";"The Used";2005;0;0;2012-01-18;Rock
"Any Kind Of Guy";"Big Time Rush";2010;0;0;2011-05-31;"Teen pop,Pop,Rock"
"Drops Of Jupiter";"Boyce Avenue";2009;0;0;2011-12-14;"Soft rock,Folk,Pop"
"Bugle Call Rag";"1920s Standards";1923;0;0;2011-05-31;Oldies,Jazz
Ordinaire;"Eric Lapointe";2000;0;0;2014-01-03;"French pop"
"Just Call Me Lonesome";"Elvis Presley";1967;0;0;2011-12-26;Oldies,Rock
"Hold Your Head Up";Argent;1972;0;0;2012-06-15;Rock
"Help Myself (Nous ne faisons que passer)";"Gaëtan Roussel";2009;0;0;2014-12-23;"Pop,Rock,French pop"
"Please Be Kind";"Frank Sinatra";1962;0;0;2011-05-30;Jazz,Oldies
"I've Been Away Too Long";"George Baker Selection";1975;0;0;2012-03-05;Pop,Love
"Never Gonna Leave This Bed";"Maroon 5";2011;0;0;2013-07-24;Rock,Pop
"Who'd Have Known";"Lily Allen";2008;0;0;2011-05-30;Pop,Rock
"That Lucky Old Sun";"Kenny Chesney";2008;0;0;2011-05-30;"Soft rock,Country"
"Come Baby Come";K7;1993;0;0;2012-01-16;Rap
"I'm Going To Go Back There Someday";"The Muppets";1979;0;0;2013-06-14;"TV & movie soundtrack,Kids"
"When Somebody Loves You";"Alan Jackson";2000;0;0;2011-11-25;Country
"Billy's Got His Beer Goggles On";"Neal McCoy";2005;0;0;2011-11-09;Country
Sympathy;"Uriah Heep";1977;0;0;2012-10-27;Hard/Metal,Rock
"Hand Me Down";"Matchbox Twenty";2002;0;0;2011-05-31;Rock,Pop
Ding-A-Dong;Teach-In;1975;0;0;2013-08-21;Pop
"Riot In Cell Block Number Nine";"The Blues Brothers";1980;0;0;2011-05-31;"Blues,TV & movie soundtrack"
"No Letting Go";"Wayne Wonder";2003;0;0;2012-02-13;R&B
"I Can Only Imagine";"Jeff Carson";2003;0;0;2011-08-17;Country
"Je m'sens très seul";"Robert Cogoi";1963;0;0;2012-09-30;"French pop"
"Aime-moi encore";"Les Charts";1993;0;0;2014-12-08;"French pop"
"Another Op'nin', Another Show";Smash;2012;0;0;2012-08-11;"TV & movie soundtrack,Musical,Pop"
"Leave Love Alone";"Carrie Underwood";2012;0;0;2012-07-07;Country,Pop
"I Guess That's Why They Call It The Blues (Duet)";"Elton John";2006;1;0;2012-11-21;Blues,Duet,Soul
"Ik proost met jou";"Gerard Joling";2014;0;0;2014-07-05;Schlager
"The Best Man I Can Be";Ginuwine;1999;0;0;2012-11-05;R&B,Soul
Mercy;Glee;2009;0;0;2011-05-30;"TV & movie soundtrack,Pop,Soul"
"Let's Get Ready to Rhumble";"PJ & Duncan";1994;0;0;2013-08-10;"TV & movie soundtrack,Rap,Dance"
"I Will Love Again";"Lara Fabian";2000;0;0;2012-10-16;Dance,Pop
"Tonight I'm Getting Over You";"Carly Rae Jepsen";2013;0;0;2013-08-10;"Teen pop,Dance,Pop"
"I Like How It Feels";"Enrique Iglesias";2011;0;0;2013-11-12;Pop,Dance
Heartbeat;Nneka;2008;0;0;2011-05-31;Pop,Rock
"Black And White";"Three Dog Night";1972;0;0;2011-06-28;Rock,Pop
"L'enfant des cathédrales";"Gérard Lenorman";1977;0;0;2011-05-30;"French pop"
"My Town";"Montgomery Gentry";2002;0;0;2012-03-05;Country
"Here Comes Santa Claus";"Gene Autry";1939;0;0;2011-05-30;Christmas
"Kun Kuuntelen Tomppaa";"Paula Koivuniemi";1995;0;0;2012-02-22;Pop,Rock
"Back For Good";"Boyce Avenue";2010;0;0;2012-03-05;Pop
Temptation;"Perry Como";1945;0;0;2011-05-31;Latin,Jazz
"My Love";"Julio Iglesias";1988;1;0;2011-05-30;Pop,Duet,Love
"Stand By Your Side";"Céline Dion";2003;0;0;2011-05-31;"Soft rock,Love"
"Sexed Up";"Robbie Williams";2003;0;0;2011-05-31;"Pop,Soft rock"
"Fall Down";will.i.am;2013;0;0;2013-07-25;Dance,Pop,Rap,Electro
"Flavor Of The Weak";"American Hi-Fi";2001;0;0;2011-10-31;Alternative,Pop,Punk/Grunge
"The World Is Mine";"David Guetta";2004;0;0;2013-06-06;Dance,Electro,Pop
"Dors mon ange";"Mozart l'opéra rock";2009;0;0;2011-09-19;"Musical,French pop"
"Save Me, San Francisco";Train;2010;0;0;2012-01-16;Rock,Pop
"4th Of July";"Shooter Jennings";2005;0;0;2011-10-31;Country,Rock
"Lolly, Lolly, Lolly, Get Your Adverbs Here!";"Schoolhouse Rock";1974;0;0;2013-11-24;"TV & movie soundtrack,Kids"
"Bumpy Ride";Mohombi;2010;0;0;2011-05-31;Dance,Pop
"It's Beginning To Look A Lot Like Christmas";"1950s Standards";1951;0;0;2011-05-31;Christmas,Jazz
"You Can't Change That";"Ray Parker Jr.";1979;0;0;2013-06-01;Soul,Disco,Pop
Beautiful;Akon;2009;0;0;2014-12-22;R&B,Rap
"Fight For You";"Jason Derülo";2011;0;0;2012-12-08;Pop,R&B
"Wintersong / Christmas Time Is Here";"Sarah McLachlan";2005;0;0;2011-05-30;Christmas
"Wrapped Around";"Brad Paisley";2001;0;0;2014-10-24;Country
"Rock & Roll";"Eric Hutchinson";2007;0;0;2013-05-22;Pop,Rock,Folk
"You Waltzed Yourself Right Into My Life";"Derek Ryan";2011;0;0;2013-11-22;Country,Celtic
"Cry Baby";"Cee Lo Green";2010;0;0;2013-05-11;Soul,Funk
History;"Tenacious D";2006;0;0;2013-07-04;"TV & movie soundtrack,Humour,Hard/Metal,Rock,Folk"
"I Wanna Love Him So Bad";"The Jelly Beans";1964;0;0;2012-04-12;Oldies,Pop,Soul
Rumore;"Raffaella Carrà";1974;0;0;2013-06-12;Disco
"The Ice Hotel";"Stacey Kent";2007;0;0;2011-12-18;Jazz
"Hard To Say I'm Sorry";"Az Yet";1996;0;0;2012-04-20;"Soft rock,Teen pop"
"Yellow Rose Of Texas";"1950s Standards";1955;0;0;2011-09-03;Oldies,Jazz
"When You're Smiling";"Michael Bublé";2001;0;0;2011-05-30;Jazz
"Right Here";Staind;2005;0;0;2012-03-20;Rock
"'Fore She Was Mama";"Clay Walker";2006;0;0;2012-05-14;Country
"Tiens!... Tiens!... Tiens!...";"Ray Ventura";1939;0;0;2013-09-10;"Oldies,Humour,French pop"
"A Song For You";"Amy Winehouse";2011;0;0;2012-02-14;Soul
"Dead Ringer For Love";"Meat Loaf";1976;1;0;2011-05-31;Rock,Hard/Metal,Duet
"I Should Be So Lucky";"Kylie Minogue";1987;0;0;2011-05-30;Pop,Dance
"Als er nooit meer een morgen";"Marco Borsato";2004;0;0;2013-03-26;Pop
"Only The Children";Toto;1988;0;0;2013-07-11;Rock,Pop
"There She Goes";"Sixpence None the Richer";1997;0;0;2011-08-29;Pop,Rock
"I'll Be Home For Christmas";"The Carpenters";1978;0;0;2007-11-26;Christmas,Love
"One More Drinkin' Song";"Jerrod Niemann";2011;0;0;2012-01-30;Country
"Ray Ray's Juke Joint";"Jamey Johnson";2006;0;0;2013-01-23;Country
"Down The Line";"José González";2007;0;0;2012-03-22;Folk
"My Heart Cries For You";"Guy Mitchell";1957;0;0;2012-04-02;Pop,Oldies,Love
"A la Huella a la Huella";"Florent Pagny";2012;0;0;2013-01-21;Christmas,Latin
"What Do Ya Think About That";"Montgomery Gentry";2007;0;0;2012-02-22;Country
"Le sens de la vie (Acoustique)";Tal;2011;0;0;2013-12-01;"French pop,R&B"
"Somewhere In My Broken Heart";"Billy Dean";1990;0;0;2012-08-21;Folk,Love,Country
Falling;"Jennifer Nettles";2014;0;0;2014-04-28;Country
"Room With A View";"Tony Carey";1988;0;0;2013-04-03;"Pop,TV & movie soundtrack"
"Why Can't We Live Together";Sade;1984;0;0;2011-05-31;Soul,R&B
"Big Rock Candy Mountain";"Harry Mcclintock";1928;0;0;2011-05-31;Country
"Somebody's Heartbreak";"Hunter Hayes";2011;0;0;2013-05-20;"Country,Teen pop,Pop"
DNA;"Little Mix";2012;0;0;2012-12-20;"Pop,Electro,Teen pop"
"Lost And Found";Gabin;2010;0;0;2011-05-31;Soul
"Sing c'est la vie";"Frank Alamo";1965;0;0;2012-11-16;"French pop"
"Par amour";Diam's;2006;0;0;2014-03-13;"Rap,French pop"
"California Girls";"Gretchen Wilson";2006;0;0;2012-08-15;Country
Hero;"Pop Evil";2008;0;0;2013-08-01;Hard/Metal,Alternative,Rock
"Ma bataille";"Adam & Eve";2011;1;0;2012-02-07;"Musical,Duet,French pop"
"Go Getta (Clean)";"Young Jeezy";2007;0;0;2014-12-03;Rap,R&B
M.T.A.;"The Kingston Trio";1962;0;0;2011-05-31;Country,Traditionnal,Folk
"You Are No Angel";"Brendan Shine";1989;0;0;2013-11-01;Folk,Country
"The One That Got Away";Pink;2006;0;0;2011-05-31;Folk,Pop
"Black Heart";StooShe;2012;0;0;2012-06-25;Pop,R&B,Soul
"Inside Of You";"Infant Sorrow";2008;0;0;2011-10-26;"Rock,TV & movie soundtrack,Pop"
"Beautiful World";"Paul Carrack";1997;0;0;2013-05-15;Soul,Pop
"You Make It Real";"James Morrison";2008;0;0;2011-05-31;Pop,Rock
Pepito;"Kid Creole And The Coconuts";1988;0;0;2015-01-12;Latin
"I Believe In Love";"Dixie Chicks";2001;0;0;2011-11-25;Country
"Got 2 Luv U";"Sean Paul";2011;0;0;2013-12-03;R&B,Dance
"International Harvester";"Craig Morgan";2007;0;0;2011-05-30;Country
"Au clair de tes silences";"Richard Cocciante";1994;0;0;2014-12-08;"French pop"
"Je n'fais rien";"Daniel Guichard";1976;0;0;2015-06-25;"French pop"
Watercolour;Pendulum;2010;0;0;2013-07-30;Alternative,Electro,Rock
"He's So Shy";"The Pointer Sisters";1980;0;0;2013-07-22;80s,Disco,Soul,Pop
"Love Song";Pink;2003;0;0;2013-08-18;Pop
"Love Don't Live Here Anymore";"Rose Royce";1978;0;0;2012-11-19;Soul
"Ya Ya";"Lee Dorsey";1961;0;0;2015-04-23;"Rock 'n Roll,Oldies"
"Cry Me Out";"Pixie Lott";2009;0;0;2011-11-03;Soul,Pop,R&B
Goodbye;"Night Ranger";1985;0;0;2013-02-25;Hard/Metal
"My First Kiss";3OH!3;2010;0;0;2011-05-30;Electro,Dance
"Als je alles weet";"André Hazes";1988;0;0;2013-03-29;Schlager
Starlight;"The Supermen Lovers";2002;0;0;2011-07-04;Funk,Electro,Pop,Dance
"River Lullaby";"Amy Grant";1998;0;0;2007-09-10;"TV & movie soundtrack,Pop"
"Don't Wanna Go Home";"Jason Derülo";2011;0;1;2013-07-25;Dance,Pop
"What Christmas Means to Me";"Stevie Wonder";1967;0;0;2013-11-27;Christmas,Soul,Christian
"The Games People Play";"Joe South";1968;0;0;2012-07-26;Rock
"Mise au point";"Jakie Quartz";1980;0;0;2011-05-31;"French pop"
"What A Beautiful Day";"Chris Cagle";2003;0;0;2012-01-30;Country
Disappear;INXS;1990;0;0;2011-05-30;Rock
"Faith Of Our Fathers";"Gospel Singer";1864;0;0;2011-05-30;Gospel,Christian
"King Tut";"Steve Martin";1978;0;0;2007-05-04;Disco
"Here Comes Goodbye";"Rascal Flatts";2009;0;0;2011-05-30;Country,Rock
Paratiisi;"Rauli Badding Somerjoki";1983;0;0;2012-03-05;"Soft rock"
"Weekend In Havana";"Carmen Miranda";1941;0;0;2011-05-31;Latin
"Makin' Good Love";Avant;2002;0;0;2013-12-04;R&B
Crush;"David Archuleta";2008;0;0;2011-05-30;Pop
"Sausalito Summernight";Diesel;1980;0;0;2013-12-03;Pop,Rock
"So Emotional";"Whitney Houston";1987;0;0;2013-01-08;R&B,Pop
"Joli garçon";Lolita;2011;0;0;2014-02-07;Dance,Electro
"I Want Crazy";"Johnny Brady";2014;0;0;2014-05-27;Country
Leningrad;"Billy Joel";1989;0;0;2011-05-30;"Soft rock"
Sing!;Glee;2010;1;0;2012-04-24;"Musical,Duet,TV & movie soundtrack"
"Do They Know It's Christmas? (2014)";"Band Aid 30";2014;0;0;2014-12-15;Christmas,Pop
"Bachelor Boy";"Cliff Richard";1962;0;0;2011-07-15;"Pop,TV & movie soundtrack,Musical"
Digale;"David Bisbal";2003;0;0;2013-03-12;Latin,Pop
"Tell Me Something I Don't Know";"Selena Gomez";2008;0;0;2011-05-30;Pop,Rock,Dance
Young;Tulisa;2012;0;0;2013-04-15;Pop,Dance,Electro
"When Johnny Comes Marching Home";"American Orchestra";1863;0;0;2011-11-19;Traditionnal
"I'll Be There (Reach Out I'll Be There)";"Vigon Bamy Jay";2013;0;0;2013-09-10;Soul,Funk
"I Wanna Be Loved by You";"Helen Kane";1928;0;0;2011-05-31;Oldies,Musical,Jazz
"Valió la pena";"Marc Anthony";2004;0;0;2013-05-30;Pop,Latin
"Four To The Floor";Starsailor;2004;0;0;2013-02-21;Rock,Pop
Bedshaped;Keane;2004;0;0;2011-05-31;"Rock,Alternative,Soft rock"
"Little Man";"Alan Jackson";1998;0;0;2015-02-13;Country
"Made You Look";Nas;2003;0;0;2014-12-03;Rap
Dangerous;"Busta Rhymes";1998;0;0;2012-01-22;Rap
"I Love My Baby (My Baby Loves Me)";"1920s Standards";1925;0;0;2012-05-24;Oldies,Jazz
"De part et d'autre";"Florent Pagny";2008;0;0;2013-06-06;"French pop"
Stand;"Lenny Kravitz";2011;0;0;2013-11-12;Rock,Pop,Funk
"Irish Heart";"Derek Ryan";2011;0;0;2014-02-20;Pop,Celtic,Country
"In Your Hands";"Charlie Winston";2008;0;0;2011-05-30;Rock
"Sea Of Heartbreak";"Marty Wilde";1982;0;0;2014-04-24;80s
"Le petit cordonnier";"Francis Lemarque";1953;0;0;2012-05-03;"French pop,Kids,Oldies"
"What The Hell";"Avril Lavigne";2011;0;0;2011-05-30;"Teen pop,Rock,Pop"
"Evacuate The Dancefloor";Cascada;2009;0;0;2011-05-30;Dance,R&B,Rap
Down;Blink-182;2003;0;0;2012-05-10;Alternative,Punk/Grunge,Rock
"Snoopy Vs. The Red Baron";"Royal Guardsmen";1967;0;0;2011-10-16;Rock
"Wild Horses";"Karen Souza";2006;0;0;2013-02-27;"Jazz,Latin,Soft rock"
"J'en ai mis du temps";"Patrick Fiori";1999;0;0;2011-06-28;"French pop"
"I Tried";"Bone Thugs-N-Harmony";2007;0;0;2013-12-03;R&B,Rap
"Little Saint Nick";"The Beach Boys";1964;0;0;2013-10-24;Christmas,Pop,Rock
"I'll Be There For You You're All I Need To Get By";"Method Man";1995;0;0;2013-12-04;Rap
"Against All Odds (Take A Look At Me Now)";"Steve Brookstein";2004;0;0;2007-05-04;"Love,Soft rock"
"Bin Laden Banana Boat Song";"Komp Rock And Roll Morning Show";2001;0;0;2012-01-22;Humour
"One Year Of Love";Queen;1986;0;0;2011-11-16;Rock
"Un berger vient de tomber";"Enrico Macias";1981;0;0;2013-10-08;"French pop,Oriental"
"Isle Of Capri";"1930s Standards";1934;0;0;2011-05-30;Oldies,Latin
"Sorry For Party Rocking";LMFAO;2012;0;0;2013-04-07;Electro,Dance
"After Midnight";Blink-182;2011;0;1;2013-06-02;Alternative,Punk/Grunge,Pop,Rock
"One Love";"David Guetta";2009;0;0;2011-05-30;Dance,Pop
"Tell Me It's Real";"K-Ci And JoJo";1999;0;0;2011-10-08;Pop,R&B
"One Day In Your Life";Anastacia;2001;0;0;2011-05-31;Pop,Dance
"Berimbau metalizado";"Ivete Sangalo";2006;0;0;2013-01-03;Latin,Pop
"Price Tag";"Caro Emerald";2011;0;0;2013-07-06;Pop
"Glamorous (Clean)";Fergie;2007;0;0;2013-12-11;R&B
"All I've Got To Do";"The Beatles";1963;0;0;2011-05-30;Pop,Rock,Oldies
"Love's Lookin' Good On You";"Lady Antebellum";2009;0;0;2011-05-30;Country
"Touch It";Monifah;1998;0;0;2013-12-01;R&B,Dance
"I'd Die Without You";"P.M. Dawn";1992;0;0;2011-10-16;R&B
"Silent Night";Enya;2000;0;0;2011-05-31;Christmas,Pop
"Cross-Tie Walker";"Creedence Clearwater Revival";1969;0;0;2014-11-12;Country,Rock,Blues,Folk
"'S Wonderful";"Gene Kelly";1951;0;0;2011-09-03;Jazz
"Shut Up And Let Me Go";"The Ting Tings";2008;0;0;2011-12-04;Alternative,Rock,Dance
Spark;"Amy Macdonald";2010;0;0;2011-05-31;Pop,Rock
"Well All Right";Santana;1978;0;0;2013-04-02;Rock
"Heaven, Heartache And The Power Of Love";"Trisha Yearwood";2007;0;0;2011-05-30;Country
"The Money Song";Cabaret;1972;0;0;2012-01-22;Musical
"Ghetto Love";"Da Brat";1997;0;0;2014-12-03;R&B,Rap
"Storm Warning";"Hunter Hayes";2011;0;0;2013-02-27;Country
"Family Portrait (Live Acoustic)";Pink;2007;0;0;2013-09-10;Pop
Flash;Queen;1980;0;0;2011-05-31;"TV & movie soundtrack,Rock"
"Vive Ya";"Andrea Bocelli";2008;1;0;2011-05-31;Pop,Duet
Stranded;Heart;1990;0;0;2012-01-22;Rock,Pop
"I Really Want It";"A Great Big World";2014;0;0;2014-04-10;Pop
"The Silver Tongued Devil and I";"Kris Kristofferson";1971;0;0;2011-05-31;Country
"All I Want For Christmas Is You";"Lady Antebellum";2010;0;0;2012-10-11;Christmas,Pop,Country
"Down For Whatever";"Ice Cube";1993;0;1;2012-07-16;Rap
"She's A Butterfly";"Martina McBride";2003;0;0;2011-10-20;Country
"Cruella De Vil";"Selena Gomez";2008;0;0;2015-03-27;"TV & movie soundtrack,Teen pop"
"Shouldn't Come Back";"Demi Lovato";2013;0;0;2013-07-12;Pop
Angel;"Jon Secada";1992;0;0;2011-05-31;Pop
"Im Himmel ist der Teufel los";"Andreas Martin";2010;0;0;2013-02-12;Schlager
"Fill Her Up";Sting;2001;0;0;2011-05-31;Rock,Pop
"Philadelphia Freedom (45 edit)";"Elton John";1975;0;0;2014-12-03;Rock,Pop
"Out Of My Hands (duet)";Milow;2010;1;0;2012-05-25;Folk,Duet,Pop
"Come On Let's Go";"Los Lobos";1984;0;0;2011-05-31;"Pop,Rock 'n Roll"
"Captain meiner Seele";"Helene Fischer";2013;0;0;2014-03-13;Schlager
"Stand Up (For The Champions)";"Right Said Fred";2002;0;0;2011-05-30;Pop,Dance
"Bom Bom";"Sam And The Womp";2012;0;0;2012-09-04;Pop,Dance
Homewrecker;"Gretchen Wilson";2004;0;0;2012-06-28;Country
"Do The Bartman";"The Simpsons";1990;0;0;2011-12-18;"Rap,Humour,TV & movie soundtrack"
Quoi;"Jane Birkin";1985;0;0;2012-01-31;"French pop"
"Chicks Dig It";"Chris Cagle";2003;0;0;2012-02-13;Country
"Heart Shaped Wreckage";Smash;2013;1;0;2013-06-04;"Pop,TV & movie soundtrack,Duet,Musical"
"Crooked Teeth";"Death Cab For Cutie";2006;0;0;2013-04-09;Rock,Pop
"Just Like You";"Three Days Grace";2004;0;0;2011-08-02;Rock
"The Other Woman";"Ray Parker Jr.";1982;0;0;2011-12-27;Pop,Rock
"Live It Up";"Jennifer Lopez";2013;0;0;2013-11-01;Dance,Pop
"My Body";"Keith Sweat";1997;0;0;2011-05-30;"R&B,Soft rock"
"20 de Enero";"La oreja de Van Gogh";2003;0;0;2013-08-08;Pop,Electro,Rock
Waterfalls;StooShe;2012;0;0;2012-12-10;R&B,Pop,Soul
"The Way That You Love Me";"Nathan Carter";2010;0;0;2013-07-01;Country
"Get It Together";702;1997;0;0;2013-12-05;Soul,R&B
"Party Shaker";R.I.O.;2012;0;0;2012-09-26;Dance
"Feels So Good";"Karen Souza";2012;0;0;2013-05-07;Soul,Jazz,Pop
"Steve Earle";Sugarland;2008;0;0;2011-09-22;Country
"Don't Look Now (It Ain't You Or Me)";"Creedence Clearwater Revival";1969;0;0;2014-10-04;Rock,Folk,Country
"I'll Settle For Old Ireland";"Derek Ryan";2011;0;0;2014-04-10;Country,Celtic
Closer;"Tegan And Sara";2012;0;0;2014-09-29;Pop,80s
Truth;Seether;2005;0;0;2012-03-05;Hard/Metal,Rock
Tonight;Sugarland;2010;0;0;2011-06-28;Rock,Pop,Country
"Gotta Be You";"One Direction";2011;0;0;2011-12-10;"Teen pop,Pop"
"Year 3000";"Jonas Brothers";2006;0;0;2011-05-31;"Teen pop,Rock"
"Is It Friday Yet?";"Gord Bamford";2012;0;0;2012-10-16;Country
"(Meet) The Flintstones";"The B-52's";1994;0;0;2011-05-30;Pop
"De wilde boerendochter";"Ivan Heylen";1973;0;0;2012-07-26;Pop,Folk
"What I'd Give";Sugarland;2008;0;0;2011-05-31;"Soft rock"
"Tant pis";"Joyce Jonathan";2010;0;0;2011-06-28;"French pop"
"Cut, Print... Moving On";Smash;2013;0;0;2013-05-03;"TV & movie soundtrack,Musical"
"That Ain't No Way To Go";"Brooks & Dunn";1993;0;0;2014-05-02;Country
"Silent Night";"Susan Boyle";2009;0;0;2014-09-30;Christmas
"Dreams Of The Everyday Housewife";"Glen Campbell";1968;0;0;2011-10-20;Country,Pop
Sympathy;"Rare Bird";1970;0;0;2013-07-01;Rock
"Ne partons pas fâchés";Raphaël;2005;0;0;2011-05-30;"French pop,Folk,Pop,Rock"
"Rockafeller Skank";"Fatboy Slim";1999;0;0;2011-11-09;Electro,Alternative
"Dominick the Donkey";"Lou Monte";1960;0;0;2012-08-14;Christmas,Folk
"Gets Me Through";"Ozzy Osbourne";2001;0;0;2011-05-30;80s,Rock,Hard/Metal
"Une vie de rien";"Julien Clerc";2005;0;0;2014-09-30;"French pop"
"Every Morning";Basshunter;2009;0;0;2011-05-30;Dance
"The Christmas Waltz";"Kristin Chenoweth";2008;0;0;2014-12-23;Christmas
"My Prerogative";"Britney Spears";2004;0;0;2012-12-09;"Teen pop,R&B"
"Drop It Low (Clean)";"Ester Dean";2009;0;0;2014-12-03;"R&B,Rap,TV & movie soundtrack"
"Santa Claus is Comin' On A Boogie Woogie Choo Choo Train";"The Tractors";1995;0;0;2011-05-30;"Christmas,Country,Rock 'n Roll"
Hurt;"Timi Yuro";1961;0;0;2012-04-30;Soul,Pop
"Here (In Your Arms)";Hellogoodbye;2006;0;0;2011-11-01;Electro,Pop
"Sophisticated Lady";"Natalie Cole";1976;0;0;2013-07-04;Funk,Soul
"Can't Stand Losing You";"The Police";1978;0;0;2011-05-30;Rock,Reggae
"Crush On You";"Daniel O'Donnell";2006;0;0;2012-03-15;"Soft rock"
Breakdown;Tantric;2001;0;0;2012-01-18;Rock,Hard/Metal
"King For A Day";"Thompson Twins";1985;0;0;2012-12-23;80s,Pop
"That's What Love Can Do";"Boy Krazy";1994;0;0;2012-03-15;Pop
"Monday Morning Church";"Alan Jackson";2004;1;0;2013-12-03;Country,Duet
Heaven;"Depeche Mode";2013;0;0;2013-07-01;Electro,Alternative,Rock
"Halfway Around The World";"The A-Teens";2001;0;0;2013-07-25;"Pop,Teen pop,Dance"
"La fiesta bohémienne";"Luis Mariano";1953;0;0;2014-03-13;"French pop,Oldies,TV & movie soundtrack"
"Dear Mrs. Applebee";"David Garrick";1966;0;0;2012-11-11;Pop
"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire";"Queens Of The Stone Age";2002;0;0;2012-01-30;Hard/Metal,Rock,Alternative
"Wonderful Tonight";"David Kersh";1998;0;0;2012-10-12;Country
"Crystal Ball";Pink;2008;0;0;2011-05-31;"Soft rock,Folk"
"Someone To Love";"Mint Condition";1995;0;0;2011-11-19;"Soft rock,R&B"
"Original Prankster";"The Offspring";2000;0;0;2012-02-07;Rock,Punk/Grunge
"Blue Orchid";"The White Stripes";2005;0;0;2011-05-30;Punk/Grunge,Alternative,Rock
"100% Pure Love";"Crystal Waters";1994;0;0;2013-09-17;Dance,80s
"Chain Hang Low";Jibbs;2006;0;0;2013-11-21;Rap
"Poor Boy";"The Lords";1965;0;0;2012-02-09;Pop,Rock
"Never Find Someone Like You";"Keith Martin";1995;0;0;2011-12-26;R&B
"Hold On";"Olly Murs";2010;0;0;2013-07-30;Pop
"White & Black Blues";"Joëlle Ursull";1990;0;0;2013-10-08;"French pop,Zouk/Creole"
"Hard Out Here";"Lily Allen";2013;0;1;2014-03-31;80s,Pop
"Welcome Home (The Gathering)";"Derek Ryan";2013;0;0;2013-09-19;Country,Celtic
"Liebe ist meine Rebellion";"Frida Gold";2013;0;0;2013-12-12;Schlager,Dance
"You're The Only One";"Maria Mena";2004;0;0;2011-05-31;Pop,Rock
"The Hunter's Wife";"Pistol Annies";2011;0;0;2011-12-18;Country
"The Stroll";"The Diamonds";1958;0;0;2012-01-18;Oldies,Rock
"Spread Too Thin";"The Dirty Heads";2012;0;0;2012-07-24;Reggae,Rock
"Hit The Lights";"Selena Gomez";2011;0;0;2012-06-17;Dance,Pop
"Save Your Soul";"Jamie Cullum";2013;0;0;2013-11-05;Pop,Jazz
Smile;"Avril Lavigne";2011;0;0;2013-02-18;Pop,Rock
"Fly Like An Eagle";Seal;1996;0;0;2012-01-27;Pop
"Spread Your Wings";Queen;1978;0;0;2014-09-03;Rock
"Sin Miedo a Nada";"La oreja de Van Gogh";2003;0;0;2014-08-13;Pop
"Love Will Set You Free";"Engelbert Humperdinck";2012;0;0;2012-05-22;Pop,Love
"Quiereme mucho";"Placido Domingo";2002;0;0;2014-08-11;Love,Classical
"All The Love";"The Outfield";1986;0;0;2013-06-12;Pop,Rock
Delirious;"David Guetta";2008;0;0;2012-09-11;Dance
"Pride And Joy";"Marvin Gaye";1962;0;0;2015-04-11;Blues,Soul
"I'm Already There";Westlife;2007;0;0;2011-05-31;Pop
"Bewitched, Bothered And Bewildered";"Toni Harper";1955;0;0;2014-08-13;Jazz
Beep;"The Pussycat Dolls";2006;0;0;2013-11-08;R&B,Pop,Dance
"Lick It";"20 Fingers";1995;0;0;2014-12-03;Dance,Electro
Free;"Haley Reinhart";2012;0;0;2012-07-05;Pop
Copenhagen;"Chris LeDoux";1979;1;0;2013-07-24;Country,Duet
"An Affair To Remember";"1950s Standards";1957;0;0;2011-05-31;Oldies,Love
"Yo soy tu gatita";"La Factoría";2005;0;0;2013-07-30;Pop,Latin,Dance
"Une jolie fleur";"Georges Brassens";1945;0;0;2011-06-28;"French pop"
"Oh Lori";"Alessi Brothers";1977;0;0;2012-12-29;"Soft rock,Jazz,Pop"
"The Long Way Home";"Derek Ryan";2013;0;0;2014-02-05;Country,Celtic
Vida;"Ricky Martin";2014;0;0;2014-06-23;Pop,Latin
"Alone (Live)";Heart;2002;0;0;2014-10-11;"Soft rock,Pop"
"Comme un soleil";"Nana Mouskouri";1971;0;0;2014-03-26;"French pop"
"The Miracle";Queen;1989;0;0;2011-05-30;Rock,Pop
"Rhythm Divine";"Enrique Iglesias";1999;0;0;2011-11-19;Pop,Latin
"Under The Weather";"KT Tunstall";2005;0;0;2012-08-31;"Soft rock"
"Magic Stick (Clean)";"Lil' Kim";2003;0;0;2014-12-03;Rap
"The Captain of Her Heart";Double;1986;0;0;2011-05-31;Pop,Rock,80s
"Satin Sheets";"The Bellamy Brothers";1976;0;0;2012-10-03;Country
