Title;Artist;Year;Duo;Explicit;"Date Added";Styles
"Road Trippin'";"Red Hot Chili Peppers";1999;0;0;2012-10-26;"Soft rock,Alternative,Folk"
"My Friends";"Red Hot Chili Peppers";1995;0;0;2014-05-26;Rock,Alternative
"Thinking About You";"Calvin Harris";2013;0;0;2014-10-19;Dance,Electro
Paratiisi;"Rauli Badding Somerjoki";1983;0;0;2012-03-05;"Soft rock"
"Hey Pachuco";"Royal Crown Revue";1996;0;0;2011-11-25;"TV & movie soundtrack"
"Show Me Love";"Steve Angello";2008;0;0;2013-04-15;Dance,Electro
"You Pulled Me Through";"Jennifer Hudson";2009;0;0;2011-11-20;"Soft rock,Soul,R&B"
"Truly Scrumptious";"Chitty Chitty Bang Bang";1968;0;0;2011-05-31;"Kids,TV & movie soundtrack"
"Leave Me Alone";"Michael Jackson";1989;0;0;2011-05-30;Pop,Funk,R&B
Magic;Pilot;1974;0;0;2015-01-12;Rock,Pop
"Will You Be There";"Boyce Avenue";2010;0;0;2013-08-14;Pop
"Les passants";Zaz;2010;0;0;2012-09-24;"French pop"
"I Can Take It From There";"Chris Young";2012;0;0;2013-05-19;Country
"Memphis, Tennessee";"Elvis Presley";1965;0;0;2011-05-31;"Rock 'n Roll,Oldies"
"The Magic Is There";"Daniel O'Donnell";1998;0;0;2014-09-01;Country
Beggin';"The Overtones";2011;0;0;2014-11-18;Pop
"Girls Just Wanna Have Fun";Glee;2011;0;0;2013-04-22;"TV & movie soundtrack,Pop"
Tulane;"Steve Gibbons Band";1976;0;0;2014-09-01;"Rock 'n Roll,Rock"
Beautiful;Akon;2009;0;0;2014-12-22;R&B,Rap
"When I Grow Too Old To Dream";"Linda Ronstadt";1978;0;0;2013-07-22;Pop,Folk
"Beer In Mexico";"Kenny Chesney";2007;0;0;2011-12-16;Country
"She's So Lovely";"Scouting for Girls";2007;0;0;2011-08-09;Rock
"You Wear It Well";"Rod Stewart";1972;0;0;2012-02-09;Rock
"Please Let Me Love You";"The Paragons";1957;0;0;2013-11-12;Oldies,Rock,Jazz
"I Predict A Riot";"Kaiser Chiefs";2005;0;0;2011-05-30;Rock,Alternative
"Come So Far (Got So Far To Go)";Hairspray;2007;0;0;2011-05-30;"Musical,TV & movie soundtrack,Pop"
"Hit The Lights";"Selena Gomez";2011;0;0;2012-06-17;Dance,Pop
"Shape Of My Heart";"Karen Souza";2014;0;0;2015-03-04;Pop
"Cola Song";Inna;2014;0;0;2014-06-25;Pop,Dance
"Geile Zeit";Juli;2004;0;0;2015-05-28;Rock,Pop
"Nobody's Supposed To Be Here";"Deborah Cox";1998;0;0;2011-05-31;R&B
"Happy Days Are Here Again (Duet)";"Barbra Streisand";2002;1;0;2011-05-30;Pop,Duet
"See Me, Feel Me";"The Who";1970;0;0;2014-12-26;"Rock,TV & movie soundtrack"
Hurt;"Timi Yuro";1961;0;0;2012-04-30;Soul,Pop
"The Unknown Stuntman (Fallguy)";"Lee Majors";1980;0;0;2011-06-03;"TV & movie soundtrack"
"Nur geträumt";Nena;1982;0;0;2015-01-23;80s
"One Word";Anouk;2004;0;0;2011-05-31;"Pop,Soft rock"
"Old Enough To Know Better";"Wade Hayes";1995;0;0;2012-01-08;Country
"Flieg mit mir fort";"Andrea Berg";2011;0;0;2012-01-24;Schlager,Dance
Boston;Augustana;2005;0;0;2011-05-31;Pop,Rock
"Femme femme femme (Live)";"Serge Lama";2012;0;0;2014-04-28;"French pop"
"I'm On The Outside (Looking In)";"Little Anthony And The Imperials";1966;0;0;2011-10-08;Oldies
Yesterday;"Wet Wet Wet";1997;0;0;2014-01-17;Pop,Love
"Have You Forgotten";"Darryl Worley";2003;0;0;2011-09-19;Country
"Window Up Above";"Mickey Gilley";1975;0;0;2012-02-22;Love,Country
"Leave Love Alone";"Carrie Underwood";2012;0;0;2012-07-07;Country,Pop
"Gozo de Dios";"Christmas Carol";1839;0;0;2011-09-12;Christmas,Christian,Traditionnal
"Leave Me Alone (I'm Lonely)";Pink;2006;0;1;2011-05-31;Pop,Rock
"It Ends Tonight";"The All-American Rejects";2006;0;0;2011-10-23;Rock,Pop
"An Old Pair Of Shoes";"Randy Travis";1992;0;0;2015-03-08;Country
"La Agarro Bajando";"Gilberto Santa Rosa";2008;0;0;2011-05-30;Latin
Lindberg;"Robert Charlebois";1968;1;0;2011-11-09;"French pop,Duet"
Distratto;"Francesca Michielin";2011;0;0;2012-07-20;"Pop,Soft rock"
"Down By The River";"Johnny Brady";2014;0;0;2015-07-21;Country
"Groovejet (If This Ain't Love)";Spiller;2000;0;0;2014-09-29;Dance,Electro,Funk
"Kentish Town Waltz";"Imelda May";2010;0;0;2011-05-31;Folk,Blues,Country
"Pink Cadillac";"Natalie Cole";1987;0;0;2014-06-28;Pop
"Why Don't You Believe Me";"The Duprees";1963;0;0;2011-10-03;Pop,Love
"Old Cape Cod";"Patti Page";1957;0;0;2011-05-31;Oldies
"Même si";"Marc Lavoine";1987;0;0;2011-05-30;"French pop"
"Fais-moi le couscous chéri (Remix)";"Bob Azzam";1994;0;0;2011-08-01;Oriental,Electro
"There Is Love (Wedding Song)";"Captain and Tennille";2003;0;0;2011-05-31;Love
"Master And Servant";"Depeche Mode";1984;0;0;2015-09-16;80s
"You're A Friend Of Mine";"Jackson Browne";1985;1;0;2011-05-30;Pop,Duet,Rock
"Harbor Lights";"The Platters";1962;0;0;2011-06-23;Oldies
Jailbreak;"Thin Lizzy";1976;0;0;2012-07-26;Rock,Hard/Metal
Patience;"Take That";2006;0;0;2011-05-31;"Pop,Soft rock"
"Polk Salad Annie (Live)";"Elvis Presley";1970;0;0;2012-10-16;Oldies,Rock
"Die Young";"Postmodern Jukebox";2014;0;0;2015-04-24;Pop,Country,Folk
"Back In Your Own Backyard";"The Andrews Sisters";1958;0;0;2012-03-05;Oldies,Jazz
"This Can't Be Love";"Ella Fitzgerald";1957;0;0;2011-05-30;Jazz,Oldies
"Lips Of An Angel";"Jack Ingram";2007;0;0;2012-04-11;Country,Rock
"More Than Words Can Say";Alias;1991;0;0;2011-05-30;Rock,Love
"Crazy Women";"Brandy Clark";2010;0;0;2015-06-11;Country,Folk
"Shadows In The Moonlight";"Anne Murray";1979;0;0;2015-02-27;Pop,Love
"L'heure avait sonné";"Joyce Jonathan";2010;0;0;2011-05-30;"French pop"
"Excuse Me (I Think I've Got A Heartache)";"The Mavericks";1992;0;0;2012-12-04;Country
Stand;Smash;2012;0;0;2012-08-07;"TV & movie soundtrack,Musical"
"The Windmills Of Your Mind";"Dusty Springfield";1969;0;0;2011-05-31;"Pop,Oldies,Soft rock"
PayPhone;"Boyce Avenue";2012;0;0;2012-10-24;Pop
"We're Gonna Hold On";"George Jones";1973;0;0;2013-07-01;Country
"The Silver Tongued Devil and I";"Kris Kristofferson";1971;0;0;2011-05-31;Country
"Perfect World";"The Gossip";2012;0;0;2012-07-15;Alternative,Rock
"Always Be Your Girl";"Céline Dion";2013;0;0;2014-01-18;Pop,Love
"Put Your Hand In The Hand";Ocean;1971;0;0;2011-11-23;Pop,Folk,Christian
"A Woman Like You";"Johnny Reid";2009;0;0;2013-03-07;Country
"All I Ever Need Is You";"Dottie West";1979;1;0;2013-10-08;Pop,Country,Duet
"Look In My Eyes Pretty Woman";"Tony Orlando And Dawn";1975;0;0;2011-11-16;Pop
"Made To Love";"John Legend";2013;0;0;2014-02-13;R&B,Soul
"Le bon temps du Rock N'Roll (Stade de France 2009)";"Johnny Hallyday";2009;0;0;2011-08-20;"French pop,Rock 'n Roll"
"I'm Not Over You";"Rhonda Vincent";1993;0;0;2013-04-16;Country
"Time After Time";"Ozzy Osbourne";1991;0;0;2012-12-23;Hard/Metal
"Got Me Wrong";"Alice in Chains";1992;0;0;2012-06-28;Alternative,Rock,Hard/Metal
"Hand Me Down";"Matchbox Twenty";2002;0;0;2011-05-31;Rock,Pop
"Tomorrow Never Knows";"The Beatles";1966;0;0;2011-10-08;Rock
"The Good Stuff";"Kenny Chesney";2002;0;0;2012-07-27;Country
"There Goes My First Love";"The Drifters";1975;0;0;2012-03-13;Soul
"Dear One";"Larry Finnegan";1962;0;0;2011-12-18;"Rock 'n Roll"
"A Million To One";"Jimmy Charles";1961;0;0;2012-10-27;Oldies
"One Angry Dwarf And 200 Solemn Faces";"Ben Folds Five";1997;0;0;2012-08-15;Alternative,Rock,Pop
"Live Louder";Nathaniel;2014;0;0;2014-10-30;Pop,Funk,Electro
"Twelve Days Of Christmas";"Tony Bennett";1960;0;0;2011-11-16;Christmas
"Und heute Abend geh ich tanzen";"Andrea Berg";2001;0;0;2012-07-26;Schlager
Only;"Nine Inch Nails";2005;0;0;2012-02-22;Alternative,Rock
"Your Song";"Billy Paul";1972;0;0;2011-05-31;Soul,Pop,Love
"Little Wonders";"Rob Thomas";2007;0;0;0000-00-00;"Pop,Rock,TV & movie soundtrack"
"Mon crédo";"Mireille Mathieu";1966;0;0;2014-09-30;"French pop"
"Where You Belong";"The Weeknd";2015;0;0;2015-06-15;80s,R&B,Electro
"(Let's Have A) Party";"Elvis Presley";1957;0;0;2011-05-30;"Rock 'n Roll,Oldies,TV & movie soundtrack"
"Love Is";"Alannah Myles";1989;0;0;2011-05-31;Pop,Rock
Sola;"Francesca Michielin";2012;0;0;2013-01-02;"Pop,Soft rock"
"Hang On Little Tomato";"Pink Martini";2010;0;0;2011-05-31;Jazz
"Wonder Woman";"TV Theme";1975;0;0;2012-12-14;"TV & movie soundtrack"
"Dirt Road Prayer";"Lauren Alaina";2011;0;0;2012-07-04;Country
"Shout It Out Loud";Kiss;1976;0;0;2014-12-08;Rock,Hard/Metal
"L'enfant des cathédrales";"Gérard Lenorman";1977;0;0;2011-05-30;"French pop"
"Je t'ai manqué";"Alain Bashung";2008;0;0;2014-12-23;"French pop"
"Just For You";"Lionel Richie";2004;0;0;2014-11-18;Pop
"Oh My";"Gin Wigmore";2009;0;0;2011-05-30;Pop,Rock
"Two Rings Shy";"Miranda Lambert";2014;0;0;2015-05-28;Country,Pop,Rock
"Introducing Me";"Camp Rock";2010;0;0;2015-04-21;"Teen pop,Folk,TV & movie soundtrack"
"Waiting For A Star To Fall";"Boy Meets Girl";1988;0;0;2011-09-06;"Pop,80s,TV & movie soundtrack"
Fantasy;"Mariah Carey";1995;0;0;2013-12-06;Pop,R&B
"Les Etoiles";"Melody Gardot";2009;0;0;2011-05-31;Jazz,Blues
"Who Is It";"Michael Jackson";1992;0;0;2011-05-31;Pop,R&B
Stand;"Rascal Flatts";2007;0;0;2011-05-30;"Soft rock"
"The Woodpecker Song";"The Andrews Sisters";1940;0;0;2011-05-31;Jazz,Oldies
"Look It Up";"Ashton Shepherd";2011;0;0;2013-04-29;Country
"Elle a les yeux revolver";"Les Enfants du Top 50";2014;0;0;2014-12-10;"French pop,Folk,Jazz"
"Easy Living";"Billie Holiday";1947;0;0;2014-02-05;Jazz
Innocence;"Avril Lavigne";2007;0;0;2011-05-31;"Pop,Soft rock"
Redeemer;"Nicole C. Mullen";2003;0;0;2012-11-06;Soul,Gospel,Christian
J'aime;"Michèle Torr";1977;0;0;2013-11-12;"French pop"
When;"The Kalin Twins";1958;0;0;2011-10-20;Oldies,Rock
"When You Walk In The Room";"DJ Ötzi";2012;0;0;2013-12-05;"Pop,Soft rock"
"We Are The People";"Empire Of The Sun";2008;0;0;2011-05-31;Pop,Alternative
"I Never Cry";"Alice Cooper";1997;0;0;2011-05-30;"Rock,Soft rock"
"I've Been Loving You Too Long";"Etta James";1997;0;0;2013-10-26;Blues
"Out Here On My Own";"Patrick Fiori";2008;1;0;2012-03-28;Pop,Duet
"Cry Baby/Piece Of My Heart";"Joss Stone";2005;0;0;2013-11-09;Soul
"En passant";"Jean-Jacques Goldman";1997;0;0;2015-09-21;"French pop"
"Hotel Room Service";Pitbull;2009;0;0;2011-05-31;Electro,Rap,Dance
Rawhide;"TV Theme";1959;0;0;2007-06-11;"TV & movie soundtrack,Country"
"Le petit cordonnier";"Francis Lemarque";1953;0;0;2012-05-03;"French pop,Kids,Oldies"
"Love In An Elevator";Aerosmith;1989;0;0;2011-05-31;Rock,Hard/Metal
"Am I The Only One";"Dierks Bentley";2011;0;0;2011-09-23;Country
L'épervier;"Hugues Aufray";1966;0;0;2013-07-01;"French pop"
"Est-ce par hasard ?";Dave;1977;0;0;2013-10-08;"French pop"
Rent;Rent;1996;0;0;2013-10-08;Musical,Rock
"Hush Hush Remix (I Will Survive)";"The Pussycat Dolls";2009;0;0;2011-05-30;Pop,Dance
"Lullaby Of Broadway";"Doris Day";1951;0;0;2011-08-26;Jazz,Oldies
"Run For The Roses";"Dan Fogelberg";1982;0;0;2011-05-30;"Soft rock,Love"
"J'croque la vie";"Sofia Essaidi";2010;0;0;2014-10-06;"French pop,Pop"
"You'll Be Okay";"A Great Big World";2014;0;0;2014-08-11;Pop,Alternative
"How Far We've Come";"Matchbox Twenty";2007;0;0;2011-05-30;Rock,Alternative
Soledad;"Don Omar";2014;0;0;2015-02-25;Latin,Pop,Dance
"Viens, viens";"Chimène Badi";2012;0;0;2013-02-08;"French pop,Soul,Gospel"
"Cowgirls Don't Cry";"Brooks & Dunn";2008;0;0;2011-05-31;Country
"Love Stinks";"J. Geils Band";1980;0;0;2011-10-14;Rock
"Cherokee Boogie";BR5-49;1996;0;0;2015-04-16;Country
"I Hope You Dance";"Ronan Keating";2004;0;0;2011-05-31;"Soft rock"
"Nice Work If You Can Get It";"Ella Fitzgerald";1950;0;0;2014-08-14;Jazz
"The Drinking Song";"Bob & Tom";1989;0;1;2013-07-16;Country,Humour
"Hard Staying Sober";"Miranda Lambert";2014;0;0;2014-12-26;Country
"I'm Not A Girl, Not Yet A Woman";"Britney Spears";2001;0;0;2007-05-04;"Teen pop"
"If You Wanna Be Happy";"Jimmy Soul";1964;0;0;2012-01-16;Oldies,Rock
"Willie The Wimp";"Stevie Ray Vaughan";1986;0;0;2015-06-09;Rock,Blues
"No Shoes, No Shirt, No Problem";"Kenny Chesney";2002;0;0;2012-01-27;Country
"Drink On It";"Blake Shelton";2012;0;0;2012-03-16;Country
"Another Day";"Paul McCartney";1971;0;0;2012-04-20;Rock,Pop
"Talk To Me";"Mickey Gilley";1982;0;0;2012-01-22;Country,Love
"Il y a";"Génération Goldman";2012;1;0;2015-10-09;"French pop,Duet"
"How Blue";"Reba McEntire";1984;0;0;2011-05-30;Country
"Home Is Where The Heart Is";"Elvis Presley";1962;0;0;2012-10-30;"Oldies,TV & movie soundtrack,Pop"
Winter;Unheilig;2010;0;0;2012-04-02;Alternative,Rock,Pop
"One Sweet Love";"Sara Bareilles";2008;0;0;2011-05-31;"Pop,Soft rock"
"Ik spring uit 'n vliegmachien";"Eddy Wally";1996;0;0;2012-07-05;Schlager
"I'm Your Boogieman";"White Zombie";1996;0;1;2012-08-24;"Hard/Metal,Alternative,Rock,TV & movie soundtrack"
"Noch in 100.000 Jahren";"DJ Ötzi";2008;0;0;2011-10-11;Dance,Schlager
"Only Teardrops";"Emmelie De Forest";2013;0;0;2013-06-07;Pop
"Good Morning, Starshine";Hair;1969;0;0;2011-05-30;Musical,Folk
Mesmerized;"Faith Evans";2005;0;0;2013-08-30;R&B,Funk,Soul
"Last Call";"Lee Ann Womack";2008;0;0;2013-04-24;Country
"All This Love";DeBarge;1982;0;0;2013-10-09;Soul,Disco
"I Got A Feeling";"Billy Currington";2003;0;0;2012-03-12;Country
"A Fine Romance";"Ella Fitzgerald";1949;1;0;2011-05-31;Jazz,Duet,Oldies
"Les crayons de couleur";"Hugues Aufray";1966;0;0;2012-04-10;"French pop,Folk"
"Walk A Mile In My Shoes";"Elvis Presley";1970;0;0;2012-10-16;Oldies,Rock
"Don't Look Now (It Ain't You Or Me)";"Creedence Clearwater Revival";1969;0;0;2014-10-04;Rock,Folk,Country
Sweeter;"Gavin DeGraw";2012;0;0;2013-05-23;Pop,Rock
"Eiszeit (Version 2010)";"Peter Maffay";2010;0;0;2015-08-04;"Schlager,Rock,Soft rock"
"Ding Dong Merrily On High";"Charlotte Church";2003;0;0;2011-11-19;Christmas,Classical
Motivation;"Kelly Rowland";2011;0;0;2013-11-29;R&B,Rap
"How D'Ya Like Your Eggs In The Morning";"Dean Martin";1951;1;0;2013-11-12;"Duet,Jazz,TV & movie soundtrack,Musical,Oldies"
"The Rising";"Bruce Springsteen";2002;0;0;2015-03-25;Pop,Rock
"Sunny (Version Piano)";"Christophe Willem";2006;0;0;2011-05-31;Pop
"I Don't Know What She Said";"Blaine Larsen";2006;0;0;2011-09-23;Country
"Mourir d'aimer";"Lisa Angell";2011;0;0;2012-02-07;"French pop"
"Be Italian";Fergie;2009;0;0;2011-05-30;"TV & movie soundtrack,Musical"
"Senza fine";"Ornella Vanoni";1961;0;0;2012-07-05;Pop
"Cry Me A River";"Joe Cocker";1970;0;0;2014-10-30;Rock,Blues
Replay;Iyaz;2009;0;0;2011-05-30;R&B,Electro,Pop
"Damn Your Eyes";"Etta James";1988;0;0;2011-10-11;Soul,Jazz,Blues
"Tausendmal du";Tobee;2010;0;0;2012-02-17;Schlager,Dance
Colorblind;Glee;2014;0;0;2014-06-25;"TV & movie soundtrack,Pop"
"L'amour c'est comme une cigarette";"Sylvie Vartan";1981;0;0;2011-05-30;"French pop"
"Got Me Under Pressure";"ZZ Top";1983;0;0;2013-06-12;Rock,Hard/Metal
"Love Today";Mika;2007;0;0;2007-09-04;Pop,Rock
"Dans mon île";"Henri Salvador";2006;0;0;2011-06-28;"French pop,Jazz"
"Do You Wanna Get Funky";"C+C Music Factory";1994;0;0;2013-12-03;Dance,Soul,Pop
Benvenuto;"Laura Pausini";2011;0;0;2015-02-09;Pop
"Room With A View";"Tony Carey";1988;0;0;2013-04-03;"Pop,TV & movie soundtrack"
"It's A Heartache";"Trick Pony";2005;0;0;2007-07-05;Country
"My Two Cents";"Caro Emerald";2013;0;0;2013-08-30;Pop,Soul,Electro,Latin
"Four Women";"Nina Simone";1966;0;0;2011-05-30;Jazz,Oldies
Numpty;"Paolo Nutini";2014;0;0;2014-09-22;R&B,Soul,Funk,Pop,Rock
"Working Man";Rush;1974;0;0;2013-04-22;Rock,Hard/Metal
"One Night Love Affair";"Bryan Adams";1985;0;0;2011-05-31;Rock,Pop
"C'est chelou";Zaho;2008;0;0;2012-08-22;R&B
"Rain On Your Parade";Duffy;2008;0;0;2011-05-30;Soul
Beige;"Pistol Annies";2011;0;0;2013-07-22;Country
"Children Of The Revolution";"T. Rex";1972;0;0;2012-01-18;Rock,Alternative
"La fille de l'été dernier";"Johnny Hallyday";1975;0;0;2012-06-06;"French pop,Rock 'n Roll"
"What You're Proposing";"Status Quo";1980;0;0;2014-11-27;Rock,Pop
"Oh Happy Day";"Non Aktief";2003;0;0;2011-05-30;Dance,Gospel
"You Came";"Kim Wilde";1988;0;0;2015-06-02;80s
"A Beautiful Morning";"The Rascals";1968;0;0;2011-06-28;Soul,Rock
"Lloro Por Ti";"Enrique Iglesias";2008;0;0;2011-05-30;"Pop,Soft rock"
"Ce qu'il me reste de toi";"Julie Zenatti";2000;0;0;2012-05-09;"French pop"
"Pretty Girl Rock";"Keri Hilson";2010;0;0;2011-05-30;R&B,Pop
"Where The Boat Leaves From";"Zac Brown Band";2008;0;0;2011-05-31;Country
"Frankie et Johnny";"Johnny Hallyday";1964;0;0;2012-02-07;"French pop,Rock 'n Roll"
"Bad Love";"Eric Clapton";1990;0;0;2012-09-02;Rock
"That's Not My Name";"The Ting Tings";2007;0;0;2011-05-31;Alternative,Dance,Rock
"Have You Ever Seen The Rain?";"Bonnie Tyler";1983;0;0;2012-07-03;Pop
"Je vais te chercher";"Chimène Badi";2003;0;0;2011-05-30;"French pop"
"(It's) Hairspray";Hairspray;2002;0;0;2011-05-31;Musical
"A Taste Of Honey";"The Beatles";1963;0;0;2011-05-30;Pop,Oldies
"Whiskey River (Album Version)";"Willie Nelson";1973;0;0;2014-04-22;Country
Wonder;"Naughty Boy";2012;0;0;2012-11-09;R&B
"Well, Did You Evah";"Frank Sinatra";1953;1;0;2011-05-30;Jazz,Oldies,Duet
"The Ballad Of Peter Pumpkinhead";"Crash Test Dummies";1995;0;0;2012-02-08;"Rock,Alternative,TV & movie soundtrack,Pop"
Dazz;Brick;1976;0;0;2012-01-12;Funk,Jazz,Soul
L'Italiana;"Aylin Prandi";2011;0;0;2011-10-03;Pop
"Look Around";"Red Hot Chili Peppers";2011;0;0;2012-04-10;Rock,Alternative,Funk
"The First Time Ever I Saw Your Face";Stereophonics;2008;0;0;2014-02-17;"Love,Soft rock"
"Calling All Angels";Train;2003;0;0;2011-09-28;Pop,Rock
"Look What You've Done";Jet;2003;0;0;2011-12-30;Pop,Love
"Les cerisiers sont blancs";"Gilbert Bécaud";1970;0;0;2011-05-31;"French pop"
"Spanish Harlem";"Aretha Franklin";1971;0;0;2011-12-10;Soul
"Use Somebody";"Pixie Lott";2008;0;0;2011-05-31;"Soft rock"
Teardrops;"Joss Stone";2012;0;0;2013-04-01;Soul,Pop
"Alejate De Mi";Camila;2010;1;0;2011-11-21;Pop,Duet,Latin
"Ich lieb' dich";Pur;1995;0;0;2013-07-08;Pop,Rock
"Baby I Need Your Lovin'";"Johnny Rivers";1967;0;0;2011-05-31;Love,Soul
"Swing, Swing";"The All-American Rejects";2002;0;0;2012-03-20;Rock,Pop
"Tellement beau";"Chimène Badi";2006;0;0;2011-05-31;"French pop"
"Charlie t'iras pas au paradis";"Gilbert Bécaud";1970;0;0;2011-05-30;"French pop,Gospel"
"Blood Red Summer";"Coheed And Cambria";2005;0;0;2011-05-31;Rock,Alternative
"Games People Play";"The Alan Parsons Project";1980;0;0;2012-04-20;Rock,Alternative
"One More Bite Of The Apple";"Neil Diamond";2008;0;0;2012-06-17;"Soft rock"
"Lightning Strikes";"Lou Christie";1960;0;0;2011-12-04;Rock
"Ik ben blij dat ik je niet vergeten ben";"Guus Meeuwis";1996;0;0;2012-11-29;Schlager
Crush;"David Archuleta";2008;0;0;2011-05-30;Pop
"Sun Is Up";Inna;2010;0;0;2011-07-08;Dance,Electro
"Don't Let The Sun Catch You Crying";"Gerry & The Pacemakers";1964;0;0;2013-03-08;Pop
"Four Seasons In One Day";"Crowded House";1992;0;1;2013-05-10;Pop,Rock
Memories;"David Guetta";2009;0;0;2011-05-30;Dance,Electro
"Things We Lost In The Fire";Bastille;2013;0;0;2014-01-07;Alternative,Rock
"Sag einfach ja";"Tim Bendzko";2011;0;0;2013-04-09;Pop,Rock
"Beating Heart";"Ellie Goulding";2014;0;0;2014-06-25;"80s,TV & movie soundtrack"
"Mon père spirituel";"Christophe Maé";2007;0;0;2011-06-28;"French pop"
"Take It All";Nine;2009;0;0;2011-05-31;"Musical,TV & movie soundtrack"
"I Said I Love You";"Raul Malo";2001;0;0;2012-07-15;Latin,Country,Pop
"Honey Don't";"The Beatles";1964;0;0;2011-05-30;"Rock 'n Roll"
"Hey, Soul Sister";Glee;2011;0;0;2012-03-09;"Pop,TV & movie soundtrack"
"It's A Man's Man's Man's World";Glee;2010;0;0;2013-10-26;"TV & movie soundtrack,Soul,Musical"
"How Far To Waco";"Ronnie Dunn";2011;0;0;2013-05-06;Country
"Burnin' Up";"Jonas Brothers";2008;0;0;2011-05-30;"Teen pop,Rock"
"Hawaiian Rollercoaster Ride";"Lilo & Stitch";2002;0;0;2015-04-22;"TV & movie soundtrack"
"There'll Be Sad Songs (To Make You Cry)";"Billy Ocean";1986;0;0;2011-11-25;"Soft rock"
"Keep The Faith";"Michael Jackson";1991;0;0;2011-05-30;Pop,Soul
"Pedida perfeita (tararatata)";"Flavel & Neto";2013;0;0;2014-04-10;"Dance,Latin,French pop"
"In My Life";"Judy Collins";1966;0;0;2011-12-22;Folk
"I Ask Of You";Anastacia;2000;0;0;2014-06-17;Pop,Soul,Love
"Né en 17 à Leidenstadt";"Génération Goldman";2013;1;0;2015-09-22;"French pop,Duet"
"Southern Girl";"Tim McGraw";2013;0;0;2013-10-18;Country
"Dos hombres y un destino";"David Bustamante";2002;0;0;2014-08-14;Pop,Latin
"Mission Temple Fireworks Stand";"Sawyer Brown";2005;0;0;2011-05-31;Country
"This Is The Last Time";Keane;2004;0;0;2011-12-04;Rock,Pop
"Partir avant les miens";"Daniel Balavoine";1983;0;0;2013-11-25;"French pop"
"Rum Tum Tugger";Cats;1982;0;0;2011-05-31;Musical
"Flieg nicht so hoch, mein kleiner Freund";Nicole;1981;0;0;2013-08-27;Schlager
Soy;"The Gipsy Kings";1989;0;0;2011-05-31;Latin
"World, Hold On (Children Of The Sky)";"Bob Sinclar";2006;0;0;2015-07-09;Dance,Electro
"Cadillac Car";Dreamgirls;2006;0;0;2013-07-24;"TV & movie soundtrack,Musical,Soul,Pop"
"Advertising Space";"Robbie Williams";2005;0;0;2011-05-31;"Soft rock,Folk,Pop"
"Dog River Blues";"Alan Jackson";1990;0;0;2013-04-09;Country
"Dans met mij tot morgenvroeg";"Jean Knipping Jr.";2011;0;0;2013-09-19;Schlager
"Alles Rot";Silly;2010;0;0;2011-11-09;Rock
"How Many Times";"Gerald Levert";1995;0;0;2012-03-18;R&B,Soul
"Any Time, Any Place";"Janet Jackson";1994;0;0;2012-06-01;Pop,R&B
Billionaire;Glee;2010;0;0;2011-05-31;"TV & movie soundtrack,Reggae,Pop,Rap"
"Don't Stop The Party";"Black Eyed Peas";2011;0;0;2011-06-24;Dance,Pop,Electro,Rap
"Here Comes The Sun";"Gary Barlow";2012;0;0;2014-05-26;Pop,Rock,Folk
"A Steel Guitar And A Glass Of Wine";"Paul Anka";1962;0;0;2013-02-27;Pop
"Honkytonk Life";"Darryl Worley";2009;0;0;2015-01-12;Country
"Right By Your Side";"James Morrison";2011;0;0;2012-06-15;Soul
"I Don't Believe You";Pink;2008;0;0;2011-05-30;"Pop,Soft rock"
"Kiss Kiss";"Holly Valance";2002;0;0;2011-05-31;"Pop,Teen pop,Dance,R&B"
"Ball And Chain";Nashville;2013;1;0;2014-07-17;"TV & movie soundtrack,Country,Duet"
"I Guess That's Why They Call It The Blues (Duet)";"Elton John";2006;1;0;2012-11-21;Blues,Duet,Soul
"Oye Mi Canto (Hot Remix)";"Gloria Estefan";2008;0;0;2011-05-30;Dance,Latin
"Enjoy The Ride";Morcheeba;2008;0;0;2014-04-10;Alternative,Pop
"Kid Charlemagne";"Steely Dan";1976;0;0;2012-05-02;Jazz,Rock
"Winnie The Pooh";"TV Theme";1953;0;0;2015-04-08;"TV & movie soundtrack,Kids"
Opa;"Marco Borsato";2005;0;0;2013-03-26;"Pop,Soft rock"
Magdalena;"Julie Piétri";1979;0;0;2011-11-09;"French pop"
"Wicked World";"Laura Jansen";2009;0;0;2011-05-30;Pop,Alternative
"Russian Roulette (Acoustic)";Rihanna;2010;0;0;2011-11-16;Pop,R&B
"Stuck on a Feeling";"Prince Royce";2014;1;0;2015-05-11;Pop,Electro,R&B,Duet
"Nature Boy";"Kurt Elling";1997;0;0;2012-01-13;Jazz
"She's My Baby";"The Traveling Wilburys";1990;0;0;2014-09-22;Rock
"Over You";"Chris Daughtry";2006;0;0;2011-05-31;Pop,Rock
"High School Musical";"High School Musical 3";2008;0;0;2015-03-27;"Musical,TV & movie soundtrack,Teen pop"
"Jenny From The Block";"Jennifer Lopez";2002;0;0;2013-10-18;Pop,R&B,Rap
"I Can Hear Your Heartbeat";"Chris Rea";1983;0;0;2014-04-24;Rock,Pop
"Broken Hearted Melody";"Sarah Vaughan";1959;0;0;2011-11-09;Oldies,Jazz
"I've Got A Feeling";"The Beatles";1970;0;0;2012-08-15;Rock,Blues
"My Old School";"Steely Dan";1973;0;0;2014-05-09;Rock,Jazz
"All Together Now";"The Beatles";1969;0;0;2011-05-31;Folk,Blues,Country
