Title;Artist;Year;Duo;Explicit;"Date Added";Styles
"Petit Papa Noël";"Les 500 Choristes";2005;0;0;2011-05-31;Christmas,Gospel
Renegade;Styx;1978;0;0;2015-03-09;Hard/Metal,Rock
"Walk On By";"Dionne Warwick";1964;0;0;2011-05-30;Pop
Toulouse;"Claude Nougaro";1967;0;0;2013-05-17;"French pop"
"Darla Dirladada";"Les Bronzés";1978;0;0;2014-10-06;"French pop,Zouk/Creole,TV & movie soundtrack,Humour"
"Tell Him";"Bette Midler";2014;0;0;2015-02-03;Pop,Oldies
"Bésame Mucho";"Luis Miguel";2000;0;0;2011-05-30;Latin,Love
"I Wan'na Be Like You (The Monkey Song)";"The Jungle Book";1967;0;0;2015-04-08;"TV & movie soundtrack,Kids,Jazz"
As;"Stevie Wonder";1976;0;0;2011-05-30;Soul,Funk,Pop
"Try A Little Tenderness";"The Commitments";1991;0;0;2014-08-11;"Soul,TV & movie soundtrack"
"I Want To Spend My Lifetime Loving You";"Tina Arena";1998;1;0;2011-05-31;"Duet,TV & movie soundtrack,Soft rock"
Bidonville;"Claude Nougaro";1966;0;0;2011-11-09;"French pop,Latin,Jazz"
"Je t'aime à la folie";"Serge Lama";1975;0;0;2011-09-19;"French pop"
"Honky Tonk Man";"Dwight Yoakam";1986;0;0;2013-01-17;Country
"Only Love Can Hurt Like This";"Paloma Faith";2014;0;0;2014-05-13;Pop,R&B,Soul
Shine;"Collective Soul";1994;0;0;2011-12-29;Rock,Pop
"No Place That Far";"Sara Evans";1998;0;0;2011-05-31;Country
"Fast Car";"Boyce Avenue";2010;1;0;2012-05-11;Duet,Pop
Sing;"The Carpenters";1973;0;0;2011-10-19;Folk
"Oh Happy Day";"Florent Pagny";1995;0;0;2011-05-30;Gospel
"Under The Boardwalk";"John Mellencamp";1986;0;0;2015-03-27;Pop,Folk,Country
"Teach Me Tonight";"Amy Winehouse";2008;0;0;2012-06-23;Soul,Jazz
"The Lady Is A Tramp";"Ella Fitzgerald";1956;0;0;2011-11-09;Jazz
"(Something Inside) So Strong";"Labi Siffre";1987;0;0;2014-03-20;80s,Soul
"A Man Without Love";"Engelbert Humperdinck";1968;0;0;2011-05-31;"Love,Soft rock"
"You're Nobody Till Somebody Loves You";"Michael Bublé";2009;0;0;2011-05-30;Jazz
"Wild Child";"Kenny Chesney";2014;0;0;2015-06-02;"Country,Soft rock,Folk,Pop"
"Twinkle Twinkle Little Star";"Children's Chorus";2001;0;0;2011-12-06;Kids
"This Is My Song";"Engelbert Humperdinck";1967;0;0;2014-01-18;Love,Pop,Oldies
"On a soif !";"Grand Jojo";1979;0;0;2013-06-11;"Humour,French pop"
"What A Wonderful World";"Renee Olstead";2000;0;0;2011-05-30;Jazz,Pop
"Should've Been A Cowboy";"Toby Keith";1993;0;0;2014-05-20;Country
"J'te mentirais";"Patrick Bruel";1998;0;0;2013-12-09;"French pop"
"Ti Amo";"Howard Carpendale";1977;0;0;2014-10-07;Schlager,Love
"Seemann, deine Heimat ist das Meer";"Freddy Quinn";1960;0;0;2013-01-15;Schlager
"Heut' abend hab' ich Kopfweh";"Ireen Sheer";1991;0;0;2014-10-06;Schlager
"Love Can Build A Bridge";"The Judds";1990;0;0;2007-06-11;"Love,Soft rock,Country"
"Take My Breath Away";Berlin;1986;0;0;2011-05-31;"Soft rock,TV & movie soundtrack"
"Splish Splash";"Bobby Darin";1958;0;0;2012-07-27;Oldies,Rock
"How Great Is Our God";"Chris Tomlin";2004;0;0;2012-09-03;Christian,Pop
"Comme un garçon";"Sylvie Vartan";1967;0;0;2012-02-14;"French pop"
Beer;"Reel Big Fish";1996;0;0;2012-12-19;Ska,Punk/Grunge
"Noir c'est noir";"Johnny Hallyday";1966;0;0;2011-05-31;"French pop,Rock"
"Cool Change";"Little River Band";1979;0;0;2012-05-25;Pop,Rock
"Blue Moon";"Rod Stewart";2004;0;0;2013-12-22;Jazz,Love
"Over The Rainbow (Live)";"Eric Clapton";2001;0;0;2013-11-12;Blues
"California Girls";"The Beach Boys";1965;0;0;2011-06-28;Pop
"I Got A Name";"Jim Croce";1973;0;0;2011-07-02;"Folk,Soft rock"
"My Funny Valentine";"Sarah Vaughan";1954;0;0;2015-02-24;Jazz,Love
Obsesión;Aventura;2003;0;0;2011-05-30;Latin,Pop
"Think Twice";"Céline Dion";1993;0;0;2012-10-12;"Soft rock"
"Make It With You";Bread;1970;0;0;2012-01-25;Pop,Rock
"Burning Love (Live '73)";"Elvis Presley";1973;0;0;2011-05-31;Oldies,Rock
"Haus Am See";"Peter Fox";2008;0;0;2011-05-30;Pop,Rap
"Lookin' For Love";"Johnny Lee";1980;0;0;2012-02-07;"Country,TV & movie soundtrack,Love"
"The Sign";"Ace Of Base";1993;0;0;2014-05-26;Pop
"Rock And Roll All Nite";Kiss;1975;0;0;2011-05-31;Hard/Metal
"Nobody Knows You When You're Down And Out";"Eric Clapton";1992;0;0;2012-07-07;Rock,Blues,Folk
"Some Kind Of Wonderful";"The Drifters";1961;0;0;2015-09-24;Soul,Love
"It's So Hard To Say Goodbye To Yesterday";"Boyz II Men";1991;0;0;2011-05-30;Soul,Pop,Gospel
Adieu;"Coeur de pirate";2011;0;0;2015-10-07;"French pop"
"Li tourner";"DJ Assad";2013;0;0;2014-12-23;Zouk/Creole,Dance
"Wide Open Spaces";"Dixie Chicks";1998;0;0;2012-10-15;Country
"The Edge Of Glory";"Lady GaGa";2011;0;0;2011-06-28;R&B,Rap,Pop
L'amitié;"Françoise Hardy";1970;0;0;2014-12-23;"French pop"
Famille;"Jean-Jacques Goldman";1985;0;0;2015-09-21;"French pop"
"Twelve Days of Christmas";"Children's Chorus";1780;0;0;2011-05-30;Christmas,Kids
"Laisse tomber tes problèmes";"Collectif Métissé";2011;0;0;2013-05-22;"Zouk/Creole,Dance,French pop"
"Stay With Me";"Boyce Avenue";2014;0;0;2015-03-25;Pop,Love
"Feel Good Inc.";Gorillaz;2005;0;0;2011-05-31;Pop,Rock,Rap
"Jack Sparrow";"The Lonely Island";2011;0;0;2013-11-01;Humour,Rap,R&B
Caravane;Raphaël;2005;0;0;2011-05-30;"French pop,Folk"
"Les p'tits papiers";Régine;1965;0;0;2011-05-30;"French pop"
"Anton Aus Tirol";"DJ Ötzi";2001;0;0;2012-08-08;Schlager,Dance
"God Made Girls";RaeLynn;2014;0;0;2015-01-30;Pop,Country
"Pretty Fly (For a White Guy)";"The Offspring";1998;0;0;2012-08-02;Punk/Grunge,Rock
"Let's Fall in Love";"Diana Krall";1999;0;0;2011-05-31;Jazz
"Treasure (Live)";"Bruno Mars";2014;0;0;2015-01-30;Funk,Pop
"Why Do Fools Fall In Love";"The Overtones";2010;0;0;2011-08-10;Oldies,Pop
Guantanamera;"Joe Dassin";1965;0;0;2014-03-31;"French pop,Latin"
"Wichita Lineman";"Glen Campbell";1968;0;0;2011-05-31;Country
"Honky Tonk Blues";"Miranda Lambert";2003;0;0;2015-08-24;Country,Folk,Rock,Pop
"My Immortal (Acoustic)";Evanescence;2008;0;0;2011-06-28;Alternative,Folk
"Mambo Italiano (Hey Mambo)";"Rosemary Clooney";1954;0;0;2011-05-30;Latin
"La plage aux romantiques";"Pascal Danel";1966;0;0;2011-05-30;"French pop"
"Man Down";Rihanna;2010;0;1;2011-09-12;Pop,R&B
"All Of Me";"Willie Nelson";1978;0;0;2012-08-12;Country
"Ventura Highway";America;1972;0;0;2011-06-14;Pop,Rock
"Paris (Ooh La La)";"Grace Potter";2010;0;0;2011-05-31;Rock,Hard/Metal
"Bring It On Home To Me";"The Animals";1965;0;0;2011-08-16;Rock,Blues,Oldies
Vienna;"Billy Joel";1977;0;0;2011-05-30;"Soft rock"
"Sorry Seems To Be The Hardest Word";"Diana Krall";2015;0;0;2015-03-26;Pop,Love
"Fire N Gold";"Bea Miller";2015;0;0;2015-08-25;Pop,Electro
Smile;"Uncle Kracker";2009;0;0;2011-11-02;Pop,Country
"Tulsa Time";"Eric Clapton";1978;0;0;2012-10-05;"Rock,Country,Rock 'n Roll"
"So Lonely";"The Police";1978;0;0;2012-09-16;Rock
"Out Here On My Own";"Irene Cara";1980;0;0;2011-05-31;"TV & movie soundtrack,Pop"
"Something New";"Nikki Yanofsky";2013;0;0;2014-12-03;Pop,Oldies
"Lady Lay";"Pierre Groscolas";1973;0;0;2012-09-11;"French pop"
Azzurro;"Adriano Celentano";1968;0;0;2012-09-23;Pop
Opportunity;Sia;2014;0;0;2015-05-06;"Pop,Musical,TV & movie soundtrack"
"I'd Love You To Want Me";Lobo;1972;0;0;2011-11-10;Pop,Folk
"Break Down Here";"Julie Roberts";2004;0;0;2011-05-31;Country
"Besame Mucho (Spanish vocal)";"1940s Standards";1941;0;0;2011-06-22;Latin,Jazz
"Stay With Me";"Postmodern Jukebox";2014;0;0;2015-04-18;Jazz,Soul,Pop
"Reggae Night";"Jimmy Cliff";1983;0;0;2013-06-03;Reggae,Pop
"You And Me";You+Me;2014;1;0;2014-11-09;Folk,Duet
"God Bless America";"Kate Smith";1938;0;0;2014-12-26;Traditionnal
Colorful;"The Verve Pipe";2001;0;0;2012-05-14;Rock,Alternative
"Jimmy Mack";"Martha and the Vandellas";1967;0;0;2011-05-31;Pop,Soul,Oldies
"It Takes Two";"Marvin Gaye";1969;1;0;2011-05-31;Soul,Pop,Duet
"I've Got The World On A String";"Michael Bublé";2006;0;0;2011-11-19;Jazz,Oldies
"Stupid Cupid";"Connie Francis";1958;0;0;2012-01-31;"Rock 'n Roll,Oldies"
"Caribbean Queen (No More Love On The Run)";"Billy Ocean";1980;0;0;2011-12-27;Pop,Dance
"For The Love Of You";"The Isley Brothers";1975;0;0;2012-01-31;"Soul,Soft rock"
"I'll Be Over You";Toto;1986;0;0;2008-04-24;Pop,Rock
"Brown Girl In The Ring";"Boney M";1978;0;0;2011-05-31;Pop,Disco
"When You're an Addams";"The Addams Family (Musical)";2010;0;0;2012-11-21;Musical
"Pleurer des rivières";"Viktor Lazlo";1985;0;0;2011-06-03;"French pop,Jazz"
"Plush (Acoustic)";"Stone Temple Pilots";1993;0;0;2011-11-22;Alternative,Rock,Folk
"Where Is The Love";"Black Eyed Peas";2003;0;0;2007-09-26;R&B,Rap
Home;"Phillip Phillips";2012;0;0;2012-08-15;Folk
"This Christmas";"Chris Brown";2007;0;0;2011-05-31;"Christmas,Soul,TV & movie soundtrack"
"I Don't Want To Miss A Thing";"Derek Ryan";2013;0;0;2014-01-11;"Country,Soft rock,Pop"
"Peace on Earth/Little Drummer Boy";"David Bowie";1982;1;0;2012-11-05;Christmas,Duet
"Wooden Heart";"Elvis Presley";1960;0;0;2015-02-16;"TV & movie soundtrack,Musical,Oldies,Rock 'n Roll"
"Bleeding Love";"Leona Lewis";2007;0;0;2008-03-17;Pop,R&B,Soul
"Better Be Home Soon";"Crowded House";1988;0;0;2011-05-31;"Soft rock"
"Mr. Cellophane";"Chicago (The Musical)";1975;0;0;2007-05-04;Musical,Jazz
"Auprès de ma blonde";Comptine;1600;0;0;2008-06-26;Kids,Traditionnal
Unfaithful;Rihanna;2006;0;0;2007-12-18;R&B,Pop
"Thank You";Dido;1998;0;0;2007-05-04;"Pop,TV & movie soundtrack"
"There's No Business Like Show Business";"Annie Get Your Gun";1950;0;0;2007-06-01;"Musical,TV & movie soundtrack"
"Just Breathe";"Pearl Jam";2009;0;0;2011-05-31;"Alternative,Soft rock"
"Burning Love";"Wynonna Judd";2002;0;0;2011-11-02;"Country,TV & movie soundtrack"
"Je ne vous oublie pas";"Céline Dion";2005;0;0;2011-05-30;"French pop,Love"
"Stevie Wonder Medley Part 2";"Stars On 45";1982;0;0;2014-02-07;Disco,Pop,Funk,Soul
Summertime;"Leona Lewis";2006;0;0;2011-05-30;Jazz,Pop
"Non, non, rien n'a changé";"Les Poppys";1971;0;0;2013-11-08;"French pop"
"Angel Of The Morning";"Juice Newton";1981;0;0;2012-11-12;Pop,Country
"Colgando en tus manos (duo)";"Carlos Baute";2008;1;0;2011-05-30;Duet,Latin,Pop
"Tout nu et tout bronzé";Carlos;1973;0;0;2011-06-09;"French pop"
"Old Time Rock 'n' Roll Medley";"Nathan Carter";2014;0;0;2014-09-30;"Rock 'n Roll"
"Silent Lucidity";Queensrÿche;1991;0;0;2011-05-30;Rock
"Sans chemise, sans pantalon";"Rika Zaraï";1975;0;0;2011-06-09;"French pop"
"Tu t'laisses aller";"Charles Aznavour";1960;0;0;2011-09-09;"French pop"
"Hail Holy Queen";"Sister Act";1992;0;0;2011-05-30;"TV & movie soundtrack,Gospel,Christian"
"Happy Birthday, Sweet Sixteen";"Neil Sedaka";1968;0;0;2011-09-06;Pop
"You Haven't Seen The Last Of Me";Cher;2010;0;0;2012-01-04;"TV & movie soundtrack,Pop,Musical,Love"
"Mercury Blues";"Alan Jackson";1992;0;0;2011-05-30;Country
"When Love Takes Over";"David Guetta";2009;0;0;2011-05-31;Dance,Electro
"Travailler c'est trop dur";"Julien Clerc";1978;0;0;2015-10-30;"French pop,Country"
"One Way Ticket";Eruption;1979;0;0;2014-04-29;Disco
"The Promise You Made";"Cock Robin";1985;1;0;2011-05-31;"Pop,Soft rock,Duet"
"California Dreamin'";"Diana Krall";2014;0;0;2014-12-12;Jazz,Pop,Latin
"I'll Be Home For Christmas (2011)";"Michael Bublé";2011;0;0;2011-11-19;Christmas,Jazz
"In The Still Of The Night";"The Five Satins";1956;0;0;2011-05-31;Soul,Pop,Oldies
"Lay Back In The Arms Of Someone";Smokie;1977;0;0;2014-04-01;Rock,Pop
Low;"Flo Rida";2007;0;0;2008-07-17;"Rap,Dance,R&B,TV & movie soundtrack"
Lollipop;"The Chordettes";1958;0;0;2011-05-30;Oldies,Pop
"Mes emmerdes";"Forever Gentlemen";2014;0;0;2015-02-10;"French pop,Jazz"
"Je fais de toi mon essentiel";"Le Roi Soleil";2005;0;0;2012-09-25;"French pop,Musical"
"Streets Of Philadelphia";"Bruce Springsteen";1993;0;0;2011-05-31;"TV & movie soundtrack,Pop,Rock"
"The Passenger";"Iggy Pop";1977;0;0;2011-07-13;Rock
"Think Of Me";"The Phantom Of The Opera";1987;0;0;2007-05-30;"Musical,TV & movie soundtrack"
"Les mots d'amour";"Edith Piaf";1960;0;0;2011-06-28;"French pop,Oldies,Love"
"Die Biene Maja";"Karel Gott";1975;0;0;2012-11-25;"TV & movie soundtrack,Kids,Schlager"
Eiszeit;"Peter Maffay";1982;0;0;2014-01-26;"Country,Soft rock"
"La vie en rose";"Grace Jones";1977;0;0;2012-03-08;"Disco,French pop"
"On Top Of The World";"Imagine Dragons";2013;0;0;2013-05-09;Alternative,Rock
"Iron Man";"Black Sabbath";1971;0;0;2015-01-20;Hard/Metal
"Samstag Nacht";"Howard Carpendale";1984;0;0;2014-11-14;Schlager
Nightshift;"The Commodores";1985;0;0;2014-11-18;Soul,Funk,80s
"Über sieben Brücken";Karat;1979;0;0;2012-08-07;Pop,Rock
"Toute la pluie tombe sur moi";"Sacha Distel";1969;0;0;2012-05-10;"French pop"
"We're Not Gonna Take It";"Twisted Sister";1984;0;0;2011-12-21;Rock
"I Try";"Macy Gray";1999;0;0;2011-05-30;Soul
"The Rhythm Of The Night";Corona;1993;0;0;2011-05-31;Dance
"Lay Down Beside Me";"Don Williams";1979;0;0;2012-01-16;Country
"Sweat (A La La La La Long)";"Inner Circle";1992;0;0;2011-05-30;Reggae,Pop,Rap
"Just One Look";"The Hollies";1964;0;0;2014-05-26;"Rock 'n Roll,Oldies,Pop"
"Rockin' Robin";"Bobby Day";1958;0;0;2011-05-30;"Rock 'n Roll,Rock"
"Winter Dreams (Brandon's Song)";"Kelly Clarkson";2013;0;0;2013-12-12;Christmas,Pop
"Any Way You Want It";Journey;1980;0;0;2011-10-26;Hard/Metal,Rock
"Cold Shot";"Stevie Ray Vaughan";1984;0;0;2013-04-05;Blues,Rock
"The Zephyr Song";"Red Hot Chili Peppers";2002;0;0;2011-08-22;Rock
"Talk Of The Town";"The Pretenders";1980;0;0;2015-10-21;Pop,Rock
"Geef Mij Je Angst";"Guus Meeuwis";2005;0;0;2013-01-02;"Soft rock"
"On s'fait du mal";"Black M";2014;0;0;2015-06-06;"French pop,Rap,Dance,Electro"
"Strangers In The Night";"Forever Gentlemen";2014;1;0;2014-11-18;Jazz,Pop,Duet,Oldies
"Du kannst noch nicht mal richtig lügen";"Andrea Berg";2010;0;0;2012-11-06;Schlager,Dance
"My Funny Valentine";"Frank Sinatra";1955;0;0;2007-05-04;Jazz,Love
"The Red Rose Cafe";"The Fureys";1987;0;0;2013-09-27;Folk,Celtic
"I Love A Rainy Night";"Eddie Rabbitt";1980;0;0;2012-01-10;Country,Rock
Volare;"Dany Brillant";2007;0;0;2011-05-30;"Jazz,Latin,French pop"
"Papa Don't Preach";Madonna;1986;0;0;2012-02-03;"Teen pop,80s,Pop"
"Love Of My Life";Queen;1975;0;0;2011-05-30;"Soft rock"
"I'd Rather Be Blue Over You (Than Happy With Somebody Else)";"Barbra Streisand";1968;0;0;2015-10-16;"Musical,TV & movie soundtrack,Jazz,Oldies"
Helikopter;"Markus Becker";2011;0;0;2015-09-10;Dance,Schlager
"Skeleton Dance";"Halloween Songs";2003;0;0;2015-03-27;Dance,Electro
"E se domani";Mina;1964;0;0;2013-01-23;Oldies,Jazz
Volare;"Bobby Rydell";1960;0;0;2012-01-05;Jazz,Pop
Elle;"Didier Barbelivien";1980;0;0;2014-03-03;"French pop"
"Ballroom Blitz";Sweet;1973;0;0;2011-05-31;Rock
"Holding On To You";"Miranda Lambert";2014;0;0;2015-01-16;Country
"She's Got A Way";"Billy Joel";1981;0;0;2011-11-10;Rock
"No Way No";MAGIC!;2015;0;0;2015-07-08;Pop,Reggae
Feelings;"Chico & The Gypsies";1992;0;0;2015-10-07;Latin
"Mary Had A Little Lamb";"Stevie Ray Vaughan";1983;0;0;2012-10-15;Blues,Rock
"Eleanor Rigby";"The Beatles";1966;0;0;2011-05-31;Pop
"Noël avec toi";"Gauthier Galand";2011;0;0;2011-12-10;"Christmas,French pop"
"Relight My Fire";"Take That";1993;0;0;2011-05-31;"Teen pop,Disco,Dance,Soul"
"(Sittin' On) The Dock Of The Bay";"Sara Bareilles";2008;0;0;2015-03-27;Pop
"L'enfant d'un autre";"Serge Lama";1973;0;0;2011-09-03;"French pop"
"Ma Baker";"Boney M";1977;0;0;2011-05-31;Disco
"Bus Stop";"The Hollies";1966;0;0;2012-01-25;Pop,Rock
"Mi Niña Bonita";"Chino & Nacho";2010;0;0;2011-05-31;"Pop,Latin,Teen pop"
"Wade In The Water";"Eva Cassidy";1997;0;0;2011-05-30;Blues,Jazz,Christian
"And I Love You So";"Perry Como";1970;0;0;2011-11-18;Oldies,Jazz
Billionaire;"Travie McCoy";2010;0;1;2011-05-30;Reggae,Rap,Pop
"La complainte de la butte";Zaz;2014;0;0;2014-12-10;"French pop,Jazz,Musette"
"Crying In The Chapel";"Elvis Presley";1960;0;0;2012-03-16;"Soft rock,Oldies"
"Moon Over Bourbon Street";Sting;1985;0;0;2011-05-30;Jazz,Rock
"Dos gardenias";"Buena Vista Social Club";1997;0;0;2013-02-04;Latin,Jazz
"This Is How We Roll";"Florida Georgia Line";2014;0;0;2014-09-22;Country,Rap
"No Dudaría";"Rosario Flores";2008;0;0;2011-12-04;Pop,Rock
"Seven Nation Army";"Ben L'Oncle Soul";2009;0;0;2011-05-30;Soul
"When A Child Is Born";"Johnny Mathis";1976;0;0;2011-05-30;Christmas
"Touch Too Much";AC/DC;1979;0;0;2011-05-31;Rock,Hard/Metal
"Wake Me Up (BBC Children In Need 2014)";"Gareth Malone";2014;0;0;2014-12-10;Pop
"It Don't Mean A Thing If (It Ain't Got That Swing)";"Tony Bennett";2014;1;0;2014-11-13;Jazz,Oldies,Duet
"If I Loved You";Carousel;1943;0;0;2011-05-31;Musical,Oldies
"Blue Jeans";"Lana Del Rey";2011;0;0;2012-08-09;Alternative,Rock
"Heartbreak Hotel";"Elvis Presley";1956;0;0;2011-05-31;Oldies,Rock
Walkashame;"Meghan Trainor";2015;0;0;2015-03-03;Pop,R&B,Electro
"Tainted Love";"Imelda May";2010;0;0;2011-09-12;"Rock 'n Roll,Oldies"
"Alors, regarde";"Patrick Bruel";1989;0;0;2013-12-09;"French pop"
"Whole Lotta Rosie";AC/DC;1978;0;0;2011-05-30;Hard/Metal,Rock
Avond;"Boudewijn De Groot";1996;0;0;2012-10-29;Pop,Folk,Schlager
"Locomotive Breath";"Jethro Tull";1971;0;0;2011-11-19;Rock
"Liberian Girl";"Michael Jackson";1987;0;0;2011-06-23;Pop
"The Tracks Of My Tears";"Smokey Robinson";1965;0;0;2012-01-31;Oldies,Love,Pop
"I Don't Know How To Love Him";"Jesus Christ Superstar";1970;0;0;2014-04-10;"Musical,TV & movie soundtrack,Folk,Soft rock"
"Aber Dich gibt's nur einmal für mich";"DJ Ötzi";2007;0;0;2013-02-07;Schlager
Relax;"Frankie Goes to Hollywood";1983;0;0;2012-08-24;80s,Pop
"The Loco-motion";"Kylie Minogue";1988;0;0;2011-05-31;Pop,Dance
"Vision Of Love";"Mariah Carey";1990;0;0;2007-05-04;"Love,Soft rock"
"Sous le ciel de Paris";"Yves Montand";1951;0;0;2012-02-07;"French pop,Oldies,Musette,TV & movie soundtrack"
"Singing In The Rain";"Forever Gentlemen";2013;1;0;2014-01-13;Jazz,Duet
"Cold As Ice";Foreigner;1977;0;0;2013-05-14;Rock
"Break On Through (To The Other Side)";"The Doors";1967;0;0;2011-11-25;Rock
Truly;"Lionel Richie";1982;0;0;2007-08-28;"Love,Soft rock,Soul"
Kyrie;"Mr. Mister";1986;0;0;2011-05-30;Pop,80s,Rock
"Amazing Grace";"LeAnn Rimes";1997;0;0;2011-05-30;Christian
"Move It On Over";"George Thorogood";1978;0;0;2013-11-22;"Rock 'n Roll,Rock,Blues"
"Histoire éternelle";"La Belle et la Bête";1991;0;0;2015-03-20;"TV & movie soundtrack,Musical,French pop"
"What A Diff'rence A Day Makes!";"Dinah Washington";1963;0;0;2012-10-12;Jazz
"Ca m'vénère";Palmashow;2014;1;0;2015-07-16;"Humour,Rap,French pop,Duet"
"Bara Bará Bere Berê";"Michel Teló";2012;0;0;2012-09-18;Latin,Pop,World/Folk
"All That She Wants";"Ace Of Base";1993;0;0;2011-05-31;Pop
"The Power Of Love";"Gabrielle Aplin";2012;0;0;2012-11-22;Pop,Love
"Somewhere Between";"Merle Haggard";1975;0;0;2011-05-30;"Country,Soft rock"
"Il Mondo";"Patrizio Buanne";2005;0;0;2011-10-28;Pop,Love
"We're In This Love Together";"Al Jarreau";1981;0;0;2011-09-22;"Soft rock"
"I Think We're Alone Now";Tiffany;1987;0;0;2011-05-31;"80s,Teen pop,Dance"
"Defying Gravity";"Kerry Ellis";2008;0;0;2011-07-09;Musical,Rock
"I Miss You";Blink-182;2003;0;0;2012-04-26;Alternative,Pop,Love
Conga;"Miami Sound Machine";1985;0;0;2011-07-13;Pop,Latin,80s
"Hall Of Fame";"The Script";2012;0;0;2012-09-16;Pop,Rock
"Hang On Sloopy";"The McCoys";1965;0;0;2011-12-26;Oldies,Rock
Streets;Kensington;2014;0;0;2014-12-10;Rock
"Jealous Guy";"John Lennon";1971;0;0;2013-04-17;Pop,Rock
"Danger Zone";"Kenny Loggins";1985;0;0;2011-05-31;"TV & movie soundtrack,Rock,80s"
"It Wasn't God Who Made Honky Tonk Angels";"Kitty Wells";1952;0;0;2014-10-24;Country
"Si demain... (Turn Around)";"Bonnie Tyler";2003;1;0;2012-01-27;"Duet,Soft rock"
"It's a Man's Man's Man's World";Seal;2008;0;0;2011-05-30;Pop,Soul
"Still A Friend Of Mine";Incognito;1993;0;0;2011-05-31;Soul,Funk
"Le petit Gonzalès";Dalida;1962;0;0;2014-05-02;"French pop,Rock 'n Roll,Humour"
"Rock DJ";"Robbie Williams";2000;0;0;2011-05-31;Pop
"Georgia On My Mind ('Ella Swings Gently' version)";"Ella Fitzgerald";1962;0;0;2014-02-25;Jazz
"Grandma's Feather Bed";"John Denver";1974;0;0;2011-12-18;Folk
"I Can See Clearly Now";"Lee Towers";1982;0;0;2013-06-03;Pop
"Les jardins du ciel";Jaïro;1980;0;0;2012-05-12;"French pop"
"Histoire d'un amour";Dalida;1957;0;0;2011-12-09;"French pop"
"Gypsys, Tramps & Thieves";Cher;1971;0;0;2012-10-15;Pop
"Schöne Maid";"Tony Marshall";1971;0;0;2015-08-12;Schlager
"I Write The Songs";"Barry Manilow";1975;0;0;2012-01-11;"Pop,Soft rock"
"Temporary Home";"Carrie Underwood";2009;0;0;2011-05-30;"Soft rock,Country"
"Latch (Acoustic)";"Sam Smith";2013;0;0;2014-07-07;Pop
"Aber Dich Gibt's Nur Einmal Für Mich";"Nilsen Brothers";1965;1;0;2014-03-31;Schlager,Oldies,Duet
"Need You Tonight";INXS;1987;0;0;2011-10-19;Pop,Rock,Alternative
"I Can't Help Myself";"The Kelly Family";1996;0;0;2014-12-12;"Love,Soft rock"
"God Bless The Child";"Blood, Sweat And Tears";1968;0;0;2011-05-31;Jazz,Pop
"Shake A Tail Feather";"Ray Charles";1980;0;0;2011-08-01;"Rock 'n Roll,Blues,TV & movie soundtrack"
"Don't Let Me Be Misunderstood";"Santa Esmeralda";1977;0;0;2011-05-31;Disco,Rock
"That's Life";"Michael Bublé";2007;0;0;2011-12-05;Oldies,Rock
"Mona Lisa";"Shakin' Stevens";1981;0;0;2013-05-10;"Rock 'n Roll"
"Eine neue Liebe ist wie ein neues Leben";"Jürgen Marcus";1972;0;0;2014-12-02;Schlager
Talladega;"Eric Church";2014;0;0;2014-12-26;Country
"Talking To The Moon";"Bruno Mars";2010;0;0;2011-05-30;Pop,Soul
"Fun, Fun, Fun";"The Beach Boys";1964;0;0;2011-12-14;Rock,Pop
"Baba O'Riley";"The Who";1971;0;0;2011-06-26;"Rock,TV & movie soundtrack"
"The Last Time";"The Rolling Stones";1965;0;0;2012-10-03;Rock
"3ème Sexe";Indochine;1985;0;0;2011-05-31;"French pop,80s"
"It's Been Awhile";Staind;2001;0;0;2011-05-30;Rock
"Immer wieder geht die Sonne auf";"Udo Jürgens";1967;0;0;2015-02-11;Schlager
"Let's Face The Music And Dance";"Frank Sinatra";1961;0;0;2011-06-28;Jazz,Oldies
"The Speed Of The Sound Of Loneliness";"Nanci Griffith";1993;1;0;2011-05-30;Country,Duet,Folk
"The Call";"Regina Spektor";2008;0;0;2011-05-30;Alternative,Pop
"Perfect Day";"Lou Reed";1972;0;0;2011-06-14;"Soft rock,Rock"
"When The Rain Begins To Fall";"Jermaine Jackson";1984;1;0;2011-05-31;Duet,80s,Pop,Disco
Beth;Kiss;1976;0;0;2015-10-14;"Soft rock"
"Cold, Cold Heart";"Norah Jones";2002;0;0;2011-05-30;Soul,Jazz
"Allô Maman bobo";"Alain Souchon";1977;0;0;2011-05-31;"French pop"
"Back Home Again";"John Denver";1974;0;0;2011-05-30;Country
"Just Like A Pill";Pink;2001;0;1;2007-05-04;Pop,Rock
"La vérité";"Guy Béart";1968;0;0;2015-09-17;"French pop"
"Ready For Love";"Bad Company";1974;0;0;2012-10-07;Rock,Hard/Metal
"Solsbury Hill";"Peter Gabriel";1977;0;0;2011-05-30;Folk
Supreme;"Robbie Williams";2000;0;0;2011-12-04;Pop
"J'ai deux amours";Zaz;2014;0;0;2015-01-28;"French pop,Oldies,Rock,Soul"
"Virtual Insanity";Jamiroquai;1996;0;0;2011-12-02;Funk,Pop
Shots;LMFAO;2009;0;1;2014-05-26;Rap,R&B
"Steal My Girl";"One Direction";2014;0;0;2014-10-30;"Teen pop,Pop,Rock"
"The Lady Is A Tramp";"Tony Bennett";2011;1;0;2011-12-27;Jazz,Duet
